municipality,name,year,middle_income
1465,Svenljunga,2006,191200.0
1465,Svenljunga,2007,197100.0
1465,Svenljunga,2008,204200.0
1465,Svenljunga,2009,206100.0
1465,Svenljunga,2010,208800.0
1465,Svenljunga,2011,216000.0
1465,Svenljunga,2012,224500.0
1465,Svenljunga,2013,229300.0
1465,Svenljunga,2014,234400.0
1466,Herrljunga,2001,162400.0
1466,Herrljunga,2002,169500.0
1466,Herrljunga,2003,176200.0
1466,Herrljunga,2004,183000.0
1466,Herrljunga,2005,188600.0
1466,Herrljunga,2006,195600.0
1466,Herrljunga,2007,203100.0
1466,Herrljunga,2008,209700.0
1466,Herrljunga,2009,210700.0
1466,Herrljunga,2010,214300.0
1466,Herrljunga,2011,222300.0
1466,Herrljunga,2012,228600.0
1466,Herrljunga,2013,234700.0
1466,Herrljunga,2014,240100.0
1470,Vara,2001,156900.0
1470,Vara,2002,163600.0
1470,Vara,2003,173200.0
1470,Vara,2004,177500.0
1470,Vara,2005,183700.0
1470,Vara,2006,188000.0
1470,Vara,2007,197300.0
1470,Vara,2008,205500.0
1470,Vara,2009,206100.0
1470,Vara,2010,208700.0
1470,Vara,2011,216500.0
1470,Vara,2012,225100.0
1470,Vara,2013,230900.0
1470,Vara,2014,234600.0
1471,Götene,2001,170900.0
1471,Götene,2002,179700.0
1471,Götene,2003,188200.0
1471,Götene,2004,192000.0
1471,Götene,2005,197300.0
1471,Götene,2006,202500.0
1471,Götene,2007,211200.0
1471,Götene,2008,217300.0
1471,Götene,2009,219600.0
1471,Götene,2010,221600.0
1471,Götene,2011,228200.0
1471,Götene,2012,234600.0
1471,Götene,2013,240700.0
1471,Götene,2014,244900.0
1472,Tibro,2001,163900.0
1472,Tibro,2002,170500.0
1472,Tibro,2003,176900.0
1472,Tibro,2004,180900.0
1472,Tibro,2005,186400.0
1472,Tibro,2006,193900.0
1472,Tibro,2007,199200.0
1472,Tibro,2008,206500.0
1472,Tibro,2009,208200.0
1472,Tibro,2010,210300.0
1472,Tibro,2011,216900.0
1472,Tibro,2012,223700.0
1472,Tibro,2013,229400.0
1472,Tibro,2014,232200.0
1473,Töreboda,2001,151000.0
1473,Töreboda,2002,156800.0
1473,Töreboda,2003,165900.0
1473,Töreboda,2004,170000.0
1473,Töreboda,2005,172200.0
1473,Töreboda,2006,176800.0
1473,Töreboda,2007,185300.0
1473,Töreboda,2008,192000.0
1473,Töreboda,2009,193900.0
1473,Töreboda,2010,198300.0
1473,Töreboda,2011,206000.0
1473,Töreboda,2012,213800.0
1473,Töreboda,2013,220800.0
1473,Töreboda,2014,224900.0
1480,Göteborg,2001,186600.0
1480,Göteborg,2002,194100.0
1480,Göteborg,2003,201300.0
1480,Göteborg,2004,206300.0
1480,Göteborg,2005,212300.0
1480,Göteborg,2006,219100.0
1480,Göteborg,2007,227600.0
1480,Göteborg,2008,236800.0
1480,Göteborg,2009,236400.0
1480,Göteborg,2010,239800.0
1480,Göteborg,2011,248600.0
1480,Göteborg,2012,256600.0
1480,Göteborg,2013,263100.0
1480,Göteborg,2014,270000.0
1481,Mölndal,2001,205900.0
1481,Mölndal,2002,214400.0
1481,Mölndal,2003,220500.0
1481,Mölndal,2004,225800.0
1481,Mölndal,2005,232600.0
1481,Mölndal,2006,239500.0
1481,Mölndal,2007,250100.0
1481,Mölndal,2008,259700.0
1481,Mölndal,2009,261900.0
1481,Mölndal,2010,265900.0
1481,Mölndal,2011,275900.0
1481,Mölndal,2012,286200.0
1481,Mölndal,2013,293000.0
1481,Mölndal,2014,300000.0
1482,Kungälv,2001,197300.0
1482,Kungälv,2002,205600.0
1482,Kungälv,2003,212600.0
1482,Kungälv,2004,217400.0
1482,Kungälv,2005,223800.0
1482,Kungälv,2006,230000.0
1482,Kungälv,2007,240600.0
1482,Kungälv,2008,248800.0
1482,Kungälv,2009,251500.0
1482,Kungälv,2010,255900.0
1482,Kungälv,2011,264900.0
1482,Kungälv,2012,274800.0
1482,Kungälv,2013,282700.0
1482,Kungälv,2014,290900.0
1484,Lysekil,2001,172100.0
1484,Lysekil,2002,179800.0
1484,Lysekil,2003,186800.0
1484,Lysekil,2004,192700.0
1484,Lysekil,2005,198900.0
1484,Lysekil,2006,205700.0
1484,Lysekil,2007,213500.0
1484,Lysekil,2008,220200.0
1484,Lysekil,2009,223400.0
1484,Lysekil,2010,226400.0
1484,Lysekil,2011,232800.0
1484,Lysekil,2012,240400.0
1484,Lysekil,2013,249700.0
1484,Lysekil,2014,254300.0
1485,Uddevalla,2001,173300.0
1485,Uddevalla,2002,180200.0
1485,Uddevalla,2003,188100.0
1485,Uddevalla,2004,191900.0
1485,Uddevalla,2005,197400.0
1485,Uddevalla,2006,203200.0
1485,Uddevalla,2007,210800.0
1485,Uddevalla,2008,218900.0
1485,Uddevalla,2009,221100.0
1485,Uddevalla,2010,224400.0
1485,Uddevalla,2011,231100.0
1485,Uddevalla,2012,239400.0
1485,Uddevalla,2013,245200.0
1485,Uddevalla,2014,251000.0
1486,Strömstad,2001,164800.0
1486,Strömstad,2002,175800.0
1486,Strömstad,2003,184300.0
1486,Strömstad,2004,187400.0
1486,Strömstad,2005,190000.0
1486,Strömstad,2006,195000.0
1486,Strömstad,2007,201100.0
1486,Strömstad,2008,206500.0
1486,Strömstad,2009,214700.0
1486,Strömstad,2010,215400.0
1486,Strömstad,2011,220100.0
1486,Strömstad,2012,229000.0
1486,Strömstad,2013,233300.0
1486,Strömstad,2014,236200.0
1487,Vänersborg,2001,181300.0
1487,Vänersborg,2002,188800.0
1487,Vänersborg,2003,193900.0
1487,Vänersborg,2004,198100.0
1487,Vänersborg,2005,203000.0
1487,Vänersborg,2006,208400.0
1487,Vänersborg,2007,215400.0
1487,Vänersborg,2008,222600.0
1487,Vänersborg,2009,223700.0
1487,Vänersborg,2010,226000.0
1487,Vänersborg,2011,229900.0
1487,Vänersborg,2012,238300.0
1487,Vänersborg,2013,242800.0
1487,Vänersborg,2014,248300.0
1488,Trollhättan,2001,185400.0
1488,Trollhättan,2002,193900.0
1488,Trollhättan,2003,197400.0
1488,Trollhättan,2004,201500.0
1488,Trollhättan,2005,206300.0
1488,Trollhättan,2006,211800.0
1488,Trollhättan,2007,217700.0
1488,Trollhättan,2008,224100.0
1488,Trollhättan,2009,222500.0
1488,Trollhättan,2010,223900.0
1488,Trollhättan,2011,228300.0
1488,Trollhättan,2012,236900.0
1488,Trollhättan,2013,239800.0
1488,Trollhättan,2014,246300.0
1489,Alingsås,2001,180700.0
1489,Alingsås,2002,189700.0
1489,Alingsås,2003,197100.0
1489,Alingsås,2004,201200.0
1489,Alingsås,2005,207800.0
1489,Alingsås,2006,212000.0
1489,Alingsås,2007,220400.0
1489,Alingsås,2008,229600.0
1489,Alingsås,2009,232400.0
1489,Alingsås,2010,235800.0
1489,Alingsås,2011,242200.0
1489,Alingsås,2012,251800.0
1489,Alingsås,2013,259700.0
1489,Alingsås,2014,266800.0
1490,Borås,2001,176300.0
1490,Borås,2002,182500.0
1490,Borås,2003,189500.0
1490,Borås,2004,194400.0
1490,Borås,2005,201000.0
1490,Borås,2006,204700.0
1490,Borås,2007,213000.0
1490,Borås,2008,221000.0
1490,Borås,2009,222600.0
1490,Borås,2010,227000.0
1490,Borås,2011,234900.0
1490,Borås,2012,242900.0
1490,Borås,2013,248500.0
1490,Borås,2014,253900.0
1491,Ulricehamn,2001,166800.0
1491,Ulricehamn,2002,175100.0
1491,Ulricehamn,2003,183600.0
1491,Ulricehamn,2004,188900.0
1491,Ulricehamn,2005,195100.0
1491,Ulricehamn,2006,199500.0
1491,Ulricehamn,2007,207800.0
1491,Ulricehamn,2008,215300.0
1491,Ulricehamn,2009,216600.0
1491,Ulricehamn,2010,220600.0
1491,Ulricehamn,2011,229400.0
1491,Ulricehamn,2012,237600.0
1491,Ulricehamn,2013,244900.0
1491,Ulricehamn,2014,250400.0
1492,Åmål,2001,167100.0
1492,Åmål,2002,173200.0
1492,Åmål,2003,180800.0
1492,Åmål,2004,184500.0
1492,Åmål,2005,188900.0
1492,Åmål,2006,190500.0
1492,Åmål,2007,195700.0
1492,Åmål,2008,200200.0
1492,Åmål,2009,201400.0
1492,Åmål,2010,202800.0
1492,Åmål,2011,210700.0
1492,Åmål,2012,217400.0
1492,Åmål,2013,223400.0
1492,Åmål,2014,227900.0
1493,Mariestad,2001,169200.0
1493,Mariestad,2002,176100.0
1493,Mariestad,2003,184200.0
1493,Mariestad,2004,189200.0
1493,Mariestad,2005,193100.0
1493,Mariestad,2006,198300.0
1493,Mariestad,2007,205600.0
1493,Mariestad,2008,211700.0
1493,Mariestad,2009,214400.0
1493,Mariestad,2010,218200.0
1493,Mariestad,2011,225700.0
1493,Mariestad,2012,231000.0
1493,Mariestad,2013,237900.0
1493,Mariestad,2014,242900.0
1494,Lidköping,2001,173700.0
1494,Lidköping,2002,182100.0
1494,Lidköping,2003,190400.0
1494,Lidköping,2004,195400.0
1494,Lidköping,2005,201100.0
1494,Lidköping,2006,207300.0
1494,Lidköping,2007,215800.0
1494,Lidköping,2008,225100.0
1494,Lidköping,2009,226900.0
1494,Lidköping,2010,231100.0
1494,Lidköping,2011,237200.0
1494,Lidköping,2012,244600.0
1494,Lidköping,2013,250600.0
1494,Lidköping,2014,256000.0
1495,Skara,2001,173100.0
1495,Skara,2002,180400.0
1495,Skara,2003,188800.0
1495,Skara,2004,192600.0
1495,Skara,2005,198500.0
1495,Skara,2006,202300.0
1495,Skara,2007,210200.0
1495,Skara,2008,217000.0
1495,Skara,2009,219600.0
1495,Skara,2010,223100.0
1495,Skara,2011,228200.0
1495,Skara,2012,234600.0
1495,Skara,2013,238900.0
1495,Skara,2014,244300.0
1496,Skövde,2001,177500.0
1496,Skövde,2002,183800.0
1496,Skövde,2003,190500.0
1496,Skövde,2004,196400.0
1496,Skövde,2005,201300.0
1496,Skövde,2006,207900.0
1496,Skövde,2007,216600.0
1496,Skövde,2008,226300.0
1496,Skövde,2009,226700.0
1496,Skövde,2010,229700.0
1496,Skövde,2011,242200.0
1496,Skövde,2012,249700.0
1496,Skövde,2013,255300.0
1496,Skövde,2014,261500.0
1497,Hjo,2001,163800.0
1497,Hjo,2002,172200.0
1497,Hjo,2003,178900.0
1497,Hjo,2004,185400.0
1497,Hjo,2005,189800.0
1497,Hjo,2006,196400.0
1497,Hjo,2007,203300.0
1497,Hjo,2008,212300.0
1497,Hjo,2009,213100.0
1497,Hjo,2010,216000.0
1497,Hjo,2011,222400.0
1497,Hjo,2012,230000.0
1497,Hjo,2013,236900.0
1497,Hjo,2014,241800.0
1498,Tidaholm,2001,161400.0
1498,Tidaholm,2002,167700.0
1498,Tidaholm,2003,177000.0
1498,Tidaholm,2004,180800.0
1498,Tidaholm,2005,185400.0
1498,Tidaholm,2006,190000.0
1498,Tidaholm,2007,198700.0
1498,Tidaholm,2008,203700.0
1498,Tidaholm,2009,206500.0
1498,Tidaholm,2010,207200.0
1498,Tidaholm,2011,216700.0
1498,Tidaholm,2012,224500.0
1498,Tidaholm,2013,230800.0
1498,Tidaholm,2014,236400.0
1499,Falköping,2001,163800.0
1499,Falköping,2002,169700.0
1499,Falköping,2003,176200.0
1499,Falköping,2004,181700.0
1499,Falköping,2005,187400.0
1499,Falköping,2006,192700.0
1499,Falköping,2007,201000.0
1499,Falköping,2008,209700.0
1499,Falköping,2009,211100.0
1499,Falköping,2010,213000.0
1499,Falköping,2011,220300.0
1499,Falköping,2012,228500.0
1499,Falköping,2013,233300.0
1499,Falköping,2014,239800.0
1715,Kil,2001,170000.0
1715,Kil,2002,176600.0
1715,Kil,2003,184100.0
1715,Kil,2004,189300.0
1715,Kil,2005,194300.0
1715,Kil,2006,196500.0
1715,Kil,2007,203100.0
1715,Kil,2008,210600.0
1715,Kil,2009,212400.0
1715,Kil,2010,217500.0
1715,Kil,2011,225100.0
1715,Kil,2012,232000.0
1715,Kil,2013,236500.0
1715,Kil,2014,241200.0
1730,Eda,2001,155600.0
1730,Eda,2002,163600.0
1730,Eda,2003,169900.0
1730,Eda,2004,174000.0
1730,Eda,2005,175500.0
1730,Eda,2006,179700.0
1730,Eda,2007,185800.0
1730,Eda,2008,192600.0
1730,Eda,2009,193000.0
1730,Eda,2010,190400.0
1730,Eda,2011,197400.0
1730,Eda,2012,202800.0
1730,Eda,2013,207100.0
1730,Eda,2014,211000.0
1737,Torsby,2001,153300.0
1737,Torsby,2002,158600.0
1737,Torsby,2003,166900.0
1737,Torsby,2004,172900.0
1737,Torsby,2005,176400.0
1737,Torsby,2006,179000.0
1737,Torsby,2007,184800.0
1737,Torsby,2008,190600.0
1737,Torsby,2009,195900.0
1737,Torsby,2010,199000.0
1737,Torsby,2011,206000.0
1737,Torsby,2012,211900.0
1737,Torsby,2013,218600.0
1737,Torsby,2014,223200.0
1760,Storfors,2001,167600.0
1760,Storfors,2002,173200.0
1760,Storfors,2003,180300.0
1760,Storfors,2004,184800.0
1760,Storfors,2005,186300.0
1760,Storfors,2006,193400.0
1760,Storfors,2007,199200.0
1760,Storfors,2008,206300.0
1760,Storfors,2009,208800.0
1760,Storfors,2010,209100.0
1760,Storfors,2011,215600.0
1760,Storfors,2012,223900.0
1760,Storfors,2013,228300.0
1760,Storfors,2014,230100.0
1761,Hammarö,2001,202800.0
1761,Hammarö,2002,210000.0
1761,Hammarö,2003,218100.0
1761,Hammarö,2004,223300.0
1761,Hammarö,2005,230600.0
1761,Hammarö,2006,235600.0
1761,Hammarö,2007,244100.0
1761,Hammarö,2008,252200.0
1761,Hammarö,2009,254500.0
1761,Hammarö,2010,261000.0
1761,Hammarö,2011,269500.0
1761,Hammarö,2012,276700.0
1761,Hammarö,2013,284700.0
1761,Hammarö,2014,294200.0
1762,Munkfors,2001,162400.0
1762,Munkfors,2002,167300.0
1762,Munkfors,2003,174900.0
1762,Munkfors,2004,178200.0
1762,Munkfors,2005,182900.0
1762,Munkfors,2006,183500.0
1762,Munkfors,2007,187100.0
1762,Munkfors,2008,193000.0
1762,Munkfors,2009,192400.0
1762,Munkfors,2010,195500.0
1762,Munkfors,2011,204000.0
1762,Munkfors,2012,209900.0
1762,Munkfors,2013,212000.0
1762,Munkfors,2014,218500.0
1763,Forshaga,2001,171700.0
1763,Forshaga,2002,174900.0
1763,Forshaga,2003,183200.0
1763,Forshaga,2004,186800.0
1763,Forshaga,2005,189900.0
1763,Forshaga,2006,196500.0
1763,Forshaga,2007,200900.0
1763,Forshaga,2008,206300.0
1763,Forshaga,2009,209200.0
1763,Forshaga,2010,212800.0
1763,Forshaga,2011,219400.0
1763,Forshaga,2012,225700.0
1763,Forshaga,2013,231300.0
1763,Forshaga,2014,235900.0
1764,Grums,2001,172000.0
1764,Grums,2002,177600.0
1764,Grums,2003,185700.0
1764,Grums,2004,191700.0
1764,Grums,2005,193700.0
1764,Grums,2006,197800.0
1764,Grums,2007,202800.0
1764,Grums,2008,207700.0
1764,Grums,2009,209400.0
1764,Grums,2010,213000.0
1764,Grums,2011,218900.0
1764,Grums,2012,224900.0
1764,Grums,2013,230800.0
1764,Grums,2014,234200.0
1765,Årjäng,2001,152600.0
1765,Årjäng,2002,157100.0
1765,Årjäng,2003,164100.0
1765,Årjäng,2004,168700.0
1765,Årjäng,2005,173300.0
1765,Årjäng,2006,175600.0
1765,Årjäng,2007,179200.0
1765,Årjäng,2008,184500.0
1765,Årjäng,2009,186200.0
1765,Årjäng,2010,184700.0
1765,Årjäng,2011,189400.0
1765,Årjäng,2012,199600.0
1765,Årjäng,2013,203500.0
1765,Årjäng,2014,205700.0
1766,Sunne,2001,159200.0
1766,Sunne,2002,163800.0
1766,Sunne,2003,173100.0
1766,Sunne,2004,177700.0
1766,Sunne,2005,180700.0
1766,Sunne,2006,185700.0
1766,Sunne,2007,191000.0
1766,Sunne,2008,195900.0
1766,Sunne,2009,199300.0
1766,Sunne,2010,203700.0
1766,Sunne,2011,210800.0
1766,Sunne,2012,219000.0
1766,Sunne,2013,223800.0
1766,Sunne,2014,228000.0
1780,Karlstad,2001,177800.0
1780,Karlstad,2002,184400.0
1780,Karlstad,2003,191800.0
1780,Karlstad,2004,197000.0
1780,Karlstad,2005,202500.0
1780,Karlstad,2006,208200.0
1780,Karlstad,2007,214400.0
1780,Karlstad,2008,222200.0
1780,Karlstad,2009,225300.0
1780,Karlstad,2010,228200.0
1780,Karlstad,2011,235300.0
1780,Karlstad,2012,242900.0
1780,Karlstad,2013,248800.0
1780,Karlstad,2014,254100.0
1781,Kristinehamn,2001,170300.0
1781,Kristinehamn,2002,176400.0
1781,Kristinehamn,2003,183600.0
1781,Kristinehamn,2004,187200.0
1781,Kristinehamn,2005,192000.0
1781,Kristinehamn,2006,197400.0
1781,Kristinehamn,2007,203200.0
1781,Kristinehamn,2008,209100.0
1781,Kristinehamn,2009,210000.0
1781,Kristinehamn,2010,212500.0
1781,Kristinehamn,2011,217000.0
1781,Kristinehamn,2012,223500.0
1781,Kristinehamn,2013,228500.0
1781,Kristinehamn,2014,233000.0
1782,Filipstad,2001,161200.0
1782,Filipstad,2002,168700.0
1782,Filipstad,2003,177500.0
1782,Filipstad,2004,178300.0
1782,Filipstad,2005,181500.0
1782,Filipstad,2006,186200.0
1782,Filipstad,2007,190300.0
1782,Filipstad,2008,195600.0
1782,Filipstad,2009,198200.0
1782,Filipstad,2010,200700.0
1782,Filipstad,2011,207300.0
1782,Filipstad,2012,213400.0
1782,Filipstad,2013,217600.0
1782,Filipstad,2014,218800.0
1783,Hagfors,2001,165400.0
1783,Hagfors,2002,171400.0
1783,Hagfors,2003,179200.0
1783,Hagfors,2004,182800.0
1783,Hagfors,2005,187000.0
1783,Hagfors,2006,189000.0
1783,Hagfors,2007,195800.0
1783,Hagfors,2008,202200.0
1783,Hagfors,2009,199500.0
1783,Hagfors,2010,204400.0
1783,Hagfors,2011,211000.0
1783,Hagfors,2012,218200.0
1783,Hagfors,2013,223800.0
1783,Hagfors,2014,227800.0
1784,Arvika,2001,161000.0
1784,Arvika,2002,168600.0
1784,Arvika,2003,175900.0
1784,Arvika,2004,180900.0
1784,Arvika,2005,185900.0
1784,Arvika,2006,191800.0
1784,Arvika,2007,199400.0
1784,Arvika,2008,206400.0
1784,Arvika,2009,206300.0
1784,Arvika,2010,209500.0
1784,Arvika,2011,216900.0
1784,Arvika,2012,223900.0
1784,Arvika,2013,228600.0
1784,Arvika,2014,233200.0
1785,Säffle,2001,163600.0
1785,Säffle,2002,170700.0
1785,Säffle,2003,178800.0
1785,Säffle,2004,183100.0
1785,Säffle,2005,186800.0
1785,Säffle,2006,190300.0
1785,Säffle,2007,195600.0
1785,Säffle,2008,201500.0
1785,Säffle,2009,204300.0
1785,Säffle,2010,205500.0
1785,Säffle,2011,210300.0
1785,Säffle,2012,217600.0
1785,Säffle,2013,224500.0
1785,Säffle,2014,223300.0
1814,Lekeberg,2001,167500.0
1814,Lekeberg,2002,177100.0
1814,Lekeberg,2003,181800.0
1814,Lekeberg,2004,185600.0
1814,Lekeberg,2005,190700.0
1814,Lekeberg,2006,196900.0
1814,Lekeberg,2007,207900.0
1814,Lekeberg,2008,215200.0
1814,Lekeberg,2009,217900.0
1814,Lekeberg,2010,224000.0
1814,Lekeberg,2011,231400.0
1814,Lekeberg,2012,237300.0
1814,Lekeberg,2013,245900.0
1814,Lekeberg,2014,251600.0
1860,Laxå,2001,170100.0
1860,Laxå,2002,175900.0
1860,Laxå,2003,181200.0
1860,Laxå,2004,184900.0
1860,Laxå,2005,189500.0
1860,Laxå,2006,195700.0
1860,Laxå,2007,203900.0
1860,Laxå,2008,210100.0
1860,Laxå,2009,212000.0
1860,Laxå,2010,218200.0
1860,Laxå,2011,226400.0
1860,Laxå,2012,233900.0
1860,Laxå,2013,237900.0
1860,Laxå,2014,235400.0
1861,Hallsberg,2001,171600.0
1861,Hallsberg,2002,178200.0
1861,Hallsberg,2003,183600.0
1861,Hallsberg,2004,188900.0
1861,Hallsberg,2005,194000.0
1861,Hallsberg,2006,198400.0
1861,Hallsberg,2007,205000.0
1861,Hallsberg,2008,213200.0
1861,Hallsberg,2009,214700.0
1861,Hallsberg,2010,217100.0
1861,Hallsberg,2011,225100.0
1861,Hallsberg,2012,231100.0
1861,Hallsberg,2013,237900.0
1861,Hallsberg,2014,243500.0
1862,Degerfors,2001,176100.0
1862,Degerfors,2002,182400.0
1862,Degerfors,2003,189300.0
1862,Degerfors,2004,191500.0
1862,Degerfors,2005,194700.0
1862,Degerfors,2006,199700.0
1862,Degerfors,2007,207500.0
1862,Degerfors,2008,213800.0
1862,Degerfors,2009,213800.0
1862,Degerfors,2010,215500.0
1862,Degerfors,2011,221400.0
1862,Degerfors,2012,228800.0
1862,Degerfors,2013,231600.0
1862,Degerfors,2014,236400.0
1863,Hällefors,2001,161400.0
1863,Hällefors,2002,166300.0
1863,Hällefors,2003,173800.0
1863,Hällefors,2004,180100.0
1863,Hällefors,2005,181900.0
1863,Hällefors,2006,188200.0
1863,Hällefors,2007,193300.0
1863,Hällefors,2008,200000.0
1863,Hällefors,2009,198200.0
1863,Hällefors,2010,200500.0
1863,Hällefors,2011,206700.0
1863,Hällefors,2012,212600.0
1863,Hällefors,2013,220200.0
1863,Hällefors,2014,224600.0
1864,Ljusnarsberg,2001,159200.0
1864,Ljusnarsberg,2002,166200.0
1864,Ljusnarsberg,2003,173200.0
1864,Ljusnarsberg,2004,175300.0
1864,Ljusnarsberg,2005,178200.0
1864,Ljusnarsberg,2006,179800.0
1864,Ljusnarsberg,2007,186500.0
1864,Ljusnarsberg,2008,192700.0
1864,Ljusnarsberg,2009,196200.0
1864,Ljusnarsberg,2010,199200.0
1864,Ljusnarsberg,2011,205100.0
1864,Ljusnarsberg,2012,211800.0
1864,Ljusnarsberg,2013,217600.0
1864,Ljusnarsberg,2014,222200.0
1880,Örebro,2001,174400.0
1880,Örebro,2002,181600.0
1880,Örebro,2003,187800.0
1880,Örebro,2004,192000.0
1880,Örebro,2005,198000.0
1880,Örebro,2006,204200.0
1880,Örebro,2007,211700.0
1880,Örebro,2008,220600.0
1880,Örebro,2009,223600.0
1880,Örebro,2010,226500.0
1880,Örebro,2011,234000.0
1880,Örebro,2012,241600.0
1880,Örebro,2013,248500.0
1880,Örebro,2014,254300.0
1881,Kumla,2001,181600.0
1881,Kumla,2002,186600.0
1881,Kumla,2003,192300.0
1881,Kumla,2004,193800.0
1881,Kumla,2005,197800.0
1881,Kumla,2006,204100.0
1881,Kumla,2007,211400.0
1881,Kumla,2008,219100.0
1881,Kumla,2009,222400.0
1881,Kumla,2010,226600.0
1881,Kumla,2011,232600.0
1881,Kumla,2012,241000.0
1881,Kumla,2013,246000.0
1881,Kumla,2014,253100.0
1882,Askersund,2001,168800.0
1882,Askersund,2002,175900.0
1882,Askersund,2003,183300.0
1882,Askersund,2004,188200.0
1882,Askersund,2005,192700.0
1882,Askersund,2006,198300.0
1882,Askersund,2007,207000.0
1882,Askersund,2008,213800.0
1882,Askersund,2009,217800.0
1882,Askersund,2010,222400.0
1882,Askersund,2011,230300.0
1882,Askersund,2012,238400.0
1882,Askersund,2013,246500.0
1882,Askersund,2014,252200.0
1883,Karlskoga,2001,184000.0
1883,Karlskoga,2002,190700.0
1883,Karlskoga,2003,198400.0
1883,Karlskoga,2004,202500.0
1883,Karlskoga,2005,207700.0
1883,Karlskoga,2006,212900.0
1883,Karlskoga,2007,220800.0
1883,Karlskoga,2008,228000.0
1883,Karlskoga,2009,230900.0
1883,Karlskoga,2010,231700.0
1883,Karlskoga,2011,237600.0
1883,Karlskoga,2012,245500.0
1883,Karlskoga,2013,249300.0
1883,Karlskoga,2014,252300.0
1884,Nora,2001,175100.0
1884,Nora,2002,181400.0
1884,Nora,2003,188900.0
1884,Nora,2004,193600.0
1884,Nora,2005,200000.0
1884,Nora,2006,203700.0
1884,Nora,2007,213100.0
1884,Nora,2008,221500.0
1884,Nora,2009,222400.0
1884,Nora,2010,225400.0
1884,Nora,2011,231500.0
1884,Nora,2012,239700.0
1884,Nora,2013,245200.0
1884,Nora,2014,248700.0
1885,Lindesberg,2001,171200.0
1885,Lindesberg,2002,177900.0
1885,Lindesberg,2003,185600.0
1885,Lindesberg,2004,189800.0
1885,Lindesberg,2005,194600.0
1885,Lindesberg,2006,199400.0
1885,Lindesberg,2007,208400.0
1885,Lindesberg,2008,214500.0
1885,Lindesberg,2009,214600.0
1885,Lindesberg,2010,216900.0
1885,Lindesberg,2011,226300.0
1885,Lindesberg,2012,234900.0
1885,Lindesberg,2013,239600.0
1885,Lindesberg,2014,244600.0
1904,Skinnskatteberg,2001,167900.0
1904,Skinnskatteberg,2002,175200.0
1904,Skinnskatteberg,2003,180400.0
1904,Skinnskatteberg,2004,184000.0
1904,Skinnskatteberg,2005,188200.0
1904,Skinnskatteberg,2006,193300.0
1904,Skinnskatteberg,2007,200100.0
1904,Skinnskatteberg,2008,206400.0
1904,Skinnskatteberg,2009,207400.0
1904,Skinnskatteberg,2010,212300.0
1904,Skinnskatteberg,2011,219800.0
1904,Skinnskatteberg,2012,226700.0
1904,Skinnskatteberg,2013,234600.0
1904,Skinnskatteberg,2014,238000.0
1907,Surahammar,2001,182700.0
1907,Surahammar,2002,188700.0
1907,Surahammar,2003,194600.0
1907,Surahammar,2004,198300.0
1907,Surahammar,2005,200800.0
1907,Surahammar,2006,206100.0
1907,Surahammar,2007,213600.0
1907,Surahammar,2008,220200.0
1907,Surahammar,2009,220500.0
1907,Surahammar,2010,223800.0
1907,Surahammar,2011,231700.0
1907,Surahammar,2012,238800.0
1907,Surahammar,2013,243400.0
1907,Surahammar,2014,247100.0
1960,Kungsör,2001,176900.0
1960,Kungsör,2002,184000.0
1960,Kungsör,2003,190000.0
1960,Kungsör,2004,194700.0
1960,Kungsör,2005,201100.0
1960,Kungsör,2006,206800.0
1960,Kungsör,2007,215700.0
1960,Kungsör,2008,221700.0
1960,Kungsör,2009,222400.0
1960,Kungsör,2010,223000.0
1960,Kungsör,2011,232200.0
1960,Kungsör,2012,239600.0
1960,Kungsör,2013,241900.0
1960,Kungsör,2014,244900.0
1961,Hallstahammar,2001,174200.0
1961,Hallstahammar,2002,180000.0
1961,Hallstahammar,2003,187600.0
1961,Hallstahammar,2004,191200.0
1961,Hallstahammar,2005,194600.0
1961,Hallstahammar,2006,199600.0
1961,Hallstahammar,2007,206400.0
1961,Hallstahammar,2008,214000.0
1961,Hallstahammar,2009,213800.0
1961,Hallstahammar,2010,216200.0
1961,Hallstahammar,2011,223700.0
1961,Hallstahammar,2012,231700.0
1961,Hallstahammar,2013,236900.0
1961,Hallstahammar,2014,241900.0
1962,Norberg,2001,169500.0
1962,Norberg,2002,176800.0
1962,Norberg,2003,183200.0
1962,Norberg,2004,188400.0
1962,Norberg,2005,193400.0
1962,Norberg,2006,198000.0
1962,Norberg,2007,204600.0
1962,Norberg,2008,214500.0
1962,Norberg,2009,214300.0
1962,Norberg,2010,215300.0
1962,Norberg,2011,223300.0
1962,Norberg,2012,233200.0
1962,Norberg,2013,240500.0
1962,Norberg,2014,243500.0
1980,Västerås,2001,190000.0
1980,Västerås,2002,197100.0
1980,Västerås,2003,203400.0
1980,Västerås,2004,207400.0
1980,Västerås,2005,212500.0
1980,Västerås,2006,218400.0
1980,Västerås,2007,227700.0
1980,Västerås,2008,236500.0
1980,Västerås,2009,240200.0
1980,Västerås,2010,242800.0
1980,Västerås,2011,250600.0
1980,Västerås,2012,259900.0
1980,Västerås,2013,266700.0
1980,Västerås,2014,272900.0
1981,Sala,2001,165900.0
1981,Sala,2002,171200.0
1981,Sala,2003,178200.0
1981,Sala,2004,182100.0
1981,Sala,2005,186900.0
1981,Sala,2006,191600.0
1981,Sala,2007,199900.0
1981,Sala,2008,208600.0
1981,Sala,2009,211600.0
