municipality,name,year,population
0114,Upplands Väsby,1968,16230.0
0114,Upplands Väsby,1969,17835.0
0114,Upplands Väsby,1970,19032.0
0114,Upplands Väsby,1971,20621.0
0114,Upplands Väsby,1972,22948.0
0114,Upplands Väsby,1973,25523.0
0114,Upplands Väsby,1974,27350.0
0114,Upplands Väsby,1975,28810.0
0114,Upplands Väsby,1976,30048.0
0114,Upplands Väsby,1977,30911.0
0114,Upplands Väsby,1978,31180.0
0114,Upplands Väsby,1979,31600.0
0114,Upplands Väsby,1980,31961.0
0114,Upplands Väsby,1981,32117.0
0114,Upplands Väsby,1982,32164.0
0114,Upplands Väsby,1983,32441.0
0114,Upplands Väsby,1984,33477.0
0114,Upplands Väsby,1985,33912.0
0114,Upplands Väsby,1986,34642.0
0114,Upplands Väsby,1987,35023.0
0114,Upplands Väsby,1988,35294.0
0114,Upplands Väsby,1989,35553.0
0114,Upplands Väsby,1990,35963.0
0114,Upplands Väsby,1991,35884.0
0114,Upplands Väsby,1992,35884.0
0114,Upplands Väsby,1993,35764.0
0114,Upplands Väsby,1994,35848.0
0114,Upplands Väsby,1995,36277.0
0114,Upplands Väsby,1996,36415.0
0114,Upplands Väsby,1997,36372.0
0114,Upplands Väsby,1998,36789.0
0114,Upplands Väsby,1999,37116.0
0114,Upplands Väsby,2000,37576.0
0114,Upplands Väsby,2001,37524.0
0114,Upplands Väsby,2002,37444.0
0114,Upplands Väsby,2003,37397.0
0114,Upplands Väsby,2004,37517.0
0114,Upplands Väsby,2005,37624.0
0114,Upplands Väsby,2006,37848.0
0114,Upplands Väsby,2007,38055.0
0114,Upplands Väsby,2008,38248.0
0114,Upplands Väsby,2009,38641.0
0114,Upplands Väsby,2010,39289.0
0114,Upplands Väsby,2011,40194.0
0114,Upplands Väsby,2012,40723.0
0114,Upplands Väsby,2013,41449.0
0114,Upplands Väsby,2014,41816.0
0114,Upplands Väsby,2015,42661.0
0115,Vallentuna,1968,11380.0
0115,Vallentuna,1969,12223.0
0115,Vallentuna,1970,12711.0
0115,Vallentuna,1971,13399.0
0115,Vallentuna,1972,13866.0
0115,Vallentuna,1973,14406.0
0115,Vallentuna,1974,14604.0
0115,Vallentuna,1975,14886.0
0115,Vallentuna,1976,15562.0
0115,Vallentuna,1977,16113.0
0115,Vallentuna,1978,16908.0
0115,Vallentuna,1979,17158.0
0115,Vallentuna,1980,17603.0
0115,Vallentuna,1981,18226.0
0115,Vallentuna,1982,18793.0
0115,Vallentuna,1983,18987.0
0115,Vallentuna,1984,19189.0
0115,Vallentuna,1985,19511.0
0115,Vallentuna,1986,19912.0
0115,Vallentuna,1987,20343.0
0115,Vallentuna,1988,20823.0
0115,Vallentuna,1989,21618.0
0115,Vallentuna,1990,22186.0
0115,Vallentuna,1991,22435.0
0115,Vallentuna,1992,22717.0
0115,Vallentuna,1993,23061.0
0115,Vallentuna,1994,23309.0
0115,Vallentuna,1995,23457.0
0115,Vallentuna,1996,23684.0
0115,Vallentuna,1997,23901.0
0115,Vallentuna,1998,24246.0
0115,Vallentuna,1999,24640.0
0115,Vallentuna,2000,25228.0
0115,Vallentuna,2001,25643.0
0115,Vallentuna,2002,25905.0
0115,Vallentuna,2003,26306.0
0115,Vallentuna,2004,26889.0
0115,Vallentuna,2005,27397.0
0115,Vallentuna,2006,27868.0
0115,Vallentuna,2007,28382.0
0115,Vallentuna,2008,28954.0
0115,Vallentuna,2009,29361.0
0115,Vallentuna,2010,30114.0
0115,Vallentuna,2011,30715.0
0115,Vallentuna,2012,31215.0
0115,Vallentuna,2013,31616.0
0115,Vallentuna,2014,31969.0
0115,Vallentuna,2015,32380.0
0117,Österåker,1968,13595.0
0117,Österåker,1969,14519.0
0117,Österåker,1970,15527.0
0117,Österåker,1971,16798.0
0117,Österåker,1972,18525.0
0117,Österåker,1973,19806.0
0117,Österåker,1974,21135.0
0117,Österåker,1975,22664.0
0117,Österåker,1976,23885.0
0117,Österåker,1977,24582.0
0117,Österåker,1978,25173.0
0117,Österåker,1979,25342.0
0117,Österåker,1980,25631.0
0117,Österåker,1981,24783.0
0117,Österåker,1982,25039.0
0117,Österåker,1983,25255.0
0117,Österåker,1984,25810.0
0117,Österåker,1985,26324.0
0117,Österåker,1986,26881.0
0117,Österåker,1987,27644.0
0117,Österåker,1988,28362.0
0117,Österåker,1989,29147.0
0117,Österåker,1990,30230.0
0117,Österåker,1991,30800.0
0117,Österåker,1992,31308.0
0117,Österåker,1993,31600.0
0117,Österåker,1994,32004.0
0117,Österåker,1995,32140.0
0117,Österåker,1996,32655.0
0117,Österåker,1997,33064.0
0117,Österåker,1998,33396.0
0117,Österåker,1999,33861.0
0117,Österåker,2000,34427.0
0117,Österåker,2001,35108.0
0117,Österåker,2002,35633.0
0117,Österåker,2003,36183.0
0117,Österåker,2004,36867.0
0117,Österåker,2005,37336.0
0117,Österåker,2006,37879.0
0117,Österåker,2007,38286.0
0117,Österåker,2008,38720.0
0117,Österåker,2009,39173.0
0117,Österåker,2010,39521.0
0117,Österåker,2011,39792.0
0117,Österåker,2012,40269.0
0117,Österåker,2013,40495.0
0117,Österåker,2014,41180.0
0117,Österåker,2015,42130.0
0120,Värmdö,1968,11154.0
0120,Värmdö,1969,11949.0
0120,Värmdö,1970,12882.0
0120,Värmdö,1971,13367.0
0120,Värmdö,1972,13912.0
0120,Värmdö,1973,14534.0
0120,Värmdö,1974,15434.0
0120,Värmdö,1975,16050.0
0120,Värmdö,1976,16577.0
0120,Värmdö,1977,16905.0
0120,Värmdö,1978,17300.0
0120,Värmdö,1979,17607.0
0120,Värmdö,1980,17846.0
0120,Värmdö,1981,18093.0
0120,Värmdö,1982,18265.0
0120,Värmdö,1983,18500.0
0120,Värmdö,1984,18719.0
0120,Värmdö,1985,19173.0
0120,Värmdö,1986,19582.0
0120,Värmdö,1987,20169.0
0120,Värmdö,1988,20660.0
0120,Värmdö,1989,21210.0
0120,Värmdö,1990,22067.0
0120,Värmdö,1991,23064.0
0120,Värmdö,1992,24391.0
0120,Värmdö,1993,25193.0
0120,Värmdö,1994,25949.0
0120,Värmdö,1995,26548.0
0120,Värmdö,1996,27318.0
0120,Värmdö,1997,28378.0
0120,Värmdö,1998,29396.0
0120,Värmdö,1999,30319.0
0120,Värmdö,2000,31260.0
0120,Värmdö,2001,32096.0
0120,Värmdö,2002,32664.0
0120,Värmdö,2003,33134.0
0120,Värmdö,2004,34029.0
0120,Värmdö,2005,34933.0
0120,Värmdö,2006,35803.0
0120,Värmdö,2007,36870.0
0120,Värmdö,2008,37376.0
0120,Värmdö,2009,37756.0
0120,Värmdö,2010,38301.0
0120,Värmdö,2011,38894.0
0120,Värmdö,2012,39387.0
0120,Värmdö,2013,39784.0
0120,Värmdö,2014,40541.0
0120,Värmdö,2015,41107.0
0123,Järfälla,1968,44114.0
0123,Järfälla,1969,46490.0
0123,Järfälla,1970,49261.0
0123,Järfälla,1971,50958.0
0123,Järfälla,1972,52018.0
0123,Järfälla,1973,52352.0
0123,Järfälla,1974,52014.0
0123,Järfälla,1975,51549.0
0123,Järfälla,1976,51696.0
0123,Järfälla,1977,52227.0
0123,Järfälla,1978,52307.0
0123,Järfälla,1979,52442.0
0123,Järfälla,1980,53321.0
0123,Järfälla,1981,54200.0
0123,Järfälla,1982,54823.0
0123,Järfälla,1983,55419.0
0123,Järfälla,1984,55776.0
0123,Järfälla,1985,56020.0
0123,Järfälla,1986,56405.0
0123,Järfälla,1987,56563.0
0123,Järfälla,1988,56402.0
0123,Järfälla,1989,56386.0
0123,Järfälla,1990,56359.0
0123,Järfälla,1991,56693.0
0123,Järfälla,1992,57336.0
0123,Järfälla,1993,57638.0
0123,Järfälla,1994,58196.0
0123,Järfälla,1995,58675.0
0123,Järfälla,1996,58955.0
0123,Järfälla,1997,59123.0
0123,Järfälla,1998,59839.0
0123,Järfälla,1999,60188.0
0123,Järfälla,2000,60471.0
0123,Järfälla,2001,61132.0
0123,Järfälla,2002,61290.0
0123,Järfälla,2003,61473.0
0123,Järfälla,2004,61564.0
0123,Järfälla,2005,61743.0
0123,Järfälla,2006,62342.0
0123,Järfälla,2007,63427.0
0123,Järfälla,2008,64355.0
0123,Järfälla,2009,65295.0
0123,Järfälla,2010,66211.0
0123,Järfälla,2011,67320.0
0123,Järfälla,2012,68210.0
0123,Järfälla,2013,69167.0
0123,Järfälla,2014,70701.0
0123,Järfälla,2015,72429.0
0125,Ekerö,1968,10177.0
0125,Ekerö,1969,11214.0
0125,Ekerö,1970,12594.0
0125,Ekerö,1971,13453.0
0125,Ekerö,1972,13912.0
0125,Ekerö,1973,14426.0
0125,Ekerö,1974,14738.0
0125,Ekerö,1975,15081.0
0125,Ekerö,1976,15489.0
0125,Ekerö,1977,15606.0
0125,Ekerö,1978,15721.0
0125,Ekerö,1979,15914.0
0125,Ekerö,1980,15927.0
0125,Ekerö,1981,16190.0
0125,Ekerö,1982,16219.0
0125,Ekerö,1983,16349.0
0125,Ekerö,1984,16375.0
0125,Ekerö,1985,16534.0
0125,Ekerö,1986,16968.0
0125,Ekerö,1987,17409.0
0125,Ekerö,1988,17885.0
0125,Ekerö,1989,18326.0
0125,Ekerö,1990,18785.0
0125,Ekerö,1991,19222.0
0125,Ekerö,1992,19994.0
0125,Ekerö,1993,20359.0
0125,Ekerö,1994,20637.0
0125,Ekerö,1995,20866.0
0125,Ekerö,1996,21073.0
0125,Ekerö,1997,21259.0
0125,Ekerö,1998,21367.0
0125,Ekerö,1999,21943.0
0125,Ekerö,2000,22266.0
0125,Ekerö,2001,22626.0
0125,Ekerö,2002,22936.0
0125,Ekerö,2003,23311.0
0125,Ekerö,2004,23594.0
0125,Ekerö,2005,24010.0
0125,Ekerö,2006,24301.0
0125,Ekerö,2007,24687.0
0125,Ekerö,2008,24779.0
0125,Ekerö,2009,25095.0
0125,Ekerö,2010,25410.0
0125,Ekerö,2011,25767.0
0125,Ekerö,2012,26160.0
0125,Ekerö,2013,26355.0
0125,Ekerö,2014,26698.0
0125,Ekerö,2015,26984.0
0126,Huddinge,1968,51930.0
0126,Huddinge,1969,53939.0
0126,Huddinge,1970,54732.0
0126,Huddinge,1971,54924.0
0126,Huddinge,1972,56421.0
0126,Huddinge,1973,59576.0
0126,Huddinge,1974,61528.0
0126,Huddinge,1975,62576.0
0126,Huddinge,1976,64065.0
0126,Huddinge,1977,64784.0
0126,Huddinge,1978,65299.0
0126,Huddinge,1979,66038.0
0126,Huddinge,1980,66570.0
0126,Huddinge,1981,67852.0
0126,Huddinge,1982,68517.0
0126,Huddinge,1983,69175.0
0126,Huddinge,1984,69581.0
0126,Huddinge,1985,70209.0
0126,Huddinge,1986,71568.0
0126,Huddinge,1987,71910.0
0126,Huddinge,1988,71921.0
0126,Huddinge,1989,73107.0
0126,Huddinge,1990,73829.0
0126,Huddinge,1991,74119.0
0126,Huddinge,1992,74830.0
0126,Huddinge,1993,75537.0
0126,Huddinge,1994,76379.0
0126,Huddinge,1995,77384.0
0126,Huddinge,1996,78873.0
0126,Huddinge,1997,80103.0
0126,Huddinge,1998,81339.0
0126,Huddinge,1999,82870.0
0126,Huddinge,2000,84535.0
0126,Huddinge,2001,85700.0
0126,Huddinge,2002,86457.0
0126,Huddinge,2003,87121.0
0126,Huddinge,2004,87681.0
0126,Huddinge,2005,88750.0
0126,Huddinge,2006,90182.0
0126,Huddinge,2007,91827.0
0126,Huddinge,2008,94209.0
0126,Huddinge,2009,95798.0
0126,Huddinge,2010,97453.0
0126,Huddinge,2011,99049.0
0126,Huddinge,2012,101010.0
0126,Huddinge,2013,102557.0
0126,Huddinge,2014,104185.0
0126,Huddinge,2015,105311.0
0127,Botkyrka,1968,21813.0
0127,Botkyrka,1969,23878.0
0127,Botkyrka,1970,26673.0
0127,Botkyrka,1971,33758.0
0127,Botkyrka,1972,43247.0
0127,Botkyrka,1973,50531.0
0127,Botkyrka,1974,54447.0
0127,Botkyrka,1975,57286.0
0127,Botkyrka,1976,58457.0
0127,Botkyrka,1977,60500.0
0127,Botkyrka,1978,62272.0
0127,Botkyrka,1979,64373.0
0127,Botkyrka,1980,65218.0
0127,Botkyrka,1981,65456.0
0127,Botkyrka,1982,66062.0
0127,Botkyrka,1983,65427.0
0127,Botkyrka,1984,65927.0
0127,Botkyrka,1985,66326.0
0127,Botkyrka,1986,66957.0
0127,Botkyrka,1987,67536.0
0127,Botkyrka,1988,68167.0
0127,Botkyrka,1989,68255.0
0127,Botkyrka,1990,68542.0
0127,Botkyrka,1991,68840.0
0127,Botkyrka,1992,69645.0
0127,Botkyrka,1993,69225.0
0127,Botkyrka,1994,69195.0
0127,Botkyrka,1995,69500.0
0127,Botkyrka,1996,70700.0
0127,Botkyrka,1997,70778.0
0127,Botkyrka,1998,70949.0
0127,Botkyrka,1999,72153.0
0127,Botkyrka,2000,73097.0
0127,Botkyrka,2001,74151.0
0127,Botkyrka,2002,75216.0
0127,Botkyrka,2003,75432.0
0127,Botkyrka,2004,75830.0
0127,Botkyrka,2005,76592.0
0127,Botkyrka,2006,77553.0
0127,Botkyrka,2007,79031.0
0127,Botkyrka,2008,80055.0
0127,Botkyrka,2009,81195.0
0127,Botkyrka,2010,82608.0
0127,Botkyrka,2011,84677.0
0127,Botkyrka,2012,86274.0
0127,Botkyrka,2013,87580.0
0127,Botkyrka,2014,88901.0
0127,Botkyrka,2015,89425.0
0128,Salem,1968,6415.0
0128,Salem,1969,8695.0
0128,Salem,1970,11951.0
0128,Salem,1971,12787.0
0128,Salem,1972,12850.0
0128,Salem,1973,12568.0
0128,Salem,1974,12372.0
0128,Salem,1975,12703.0
0128,Salem,1976,12785.0
0128,Salem,1977,12980.0
0128,Salem,1978,12995.0
0128,Salem,1979,12974.0
0128,Salem,1980,12879.0
0128,Salem,1981,12905.0
0128,Salem,1982,12775.0
0128,Salem,1983,12470.0
0128,Salem,1984,12406.0
0128,Salem,1985,12370.0
0128,Salem,1986,12347.0
0128,Salem,1987,12278.0
0128,Salem,1988,12347.0
0128,Salem,1989,12372.0
0128,Salem,1990,12478.0
0128,Salem,1991,12707.0
0128,Salem,1992,12808.0
0128,Salem,1993,12963.0
0128,Salem,1994,12747.0
0128,Salem,1995,12871.0
0128,Salem,1996,12927.0
0128,Salem,1997,13047.0
0128,Salem,1998,13176.0
0128,Salem,1999,13474.0
0128,Salem,2000,13766.0
0128,Salem,2001,13839.0
0128,Salem,2002,13875.0
0128,Salem,2003,14057.0
0128,Salem,2004,14127.0
0128,Salem,2005,14334.0
0128,Salem,2006,14715.0
0128,Salem,2007,15065.0
0128,Salem,2008,15177.0
0128,Salem,2009,15313.0
0128,Salem,2010,15391.0
0128,Salem,2011,15694.0
0128,Salem,2012,15881.0
0128,Salem,2013,16001.0
0128,Salem,2014,16140.0
0128,Salem,2015,16426.0
0136,Haninge,1968,38548.0
0136,Haninge,1969,41923.0
0136,Haninge,1970,45001.0
0136,Haninge,1971,48326.0
0136,Haninge,1972,49558.0
0136,Haninge,1973,49874.0
0136,Haninge,1974,50411.0
0136,Haninge,1975,50295.0
0136,Haninge,1976,50717.0
0136,Haninge,1977,53398.0
0136,Haninge,1978,56128.0
0136,Haninge,1979,57624.0
0136,Haninge,1980,58541.0
0136,Haninge,1981,59308.0
0136,Haninge,1982,59665.0
0136,Haninge,1983,59837.0
0136,Haninge,1984,60460.0
0136,Haninge,1985,61166.0
0136,Haninge,1986,61172.0
0136,Haninge,1987,61301.0
0136,Haninge,1988,61551.0
0136,Haninge,1989,62178.0
0136,Haninge,1990,62797.0
0136,Haninge,1991,63595.0
0136,Haninge,1992,64160.0
0136,Haninge,1993,63948.0
0136,Haninge,1994,64676.0
0136,Haninge,1995,65706.0
0136,Haninge,1996,66105.0
0136,Haninge,1997,66702.0
0136,Haninge,1998,67764.0
0136,Haninge,1999,68610.0
0136,Haninge,2000,69644.0
0136,Haninge,2001,70432.0
0136,Haninge,2002,70902.0
0136,Haninge,2003,71377.0
0136,Haninge,2004,71355.0
0136,Haninge,2005,71837.0
0136,Haninge,2006,72956.0
0136,Haninge,2007,73698.0
0136,Haninge,2008,74968.0
0136,Haninge,2009,76237.0
0136,Haninge,2010,77054.0
0136,Haninge,2011,78326.0
0136,Haninge,2012,79430.0
0136,Haninge,2013,80932.0
0136,Haninge,2014,82407.0
0136,Haninge,2015,83866.0
0138,Tyresö,1968,23368.0
0138,Tyresö,1969,25723.0
0138,Tyresö,1970,27112.0
0138,Tyresö,1971,28021.0
0138,Tyresö,1972,28756.0
0138,Tyresö,1973,28812.0
0138,Tyresö,1974,29015.0
0138,Tyresö,1975,29366.0
0138,Tyresö,1976,30063.0
0138,Tyresö,1977,30870.0
0138,Tyresö,1978,31234.0
0138,Tyresö,1979,31287.0
0138,Tyresö,1980,31061.0
0138,Tyresö,1981,31115.0
0138,Tyresö,1982,31415.0
0138,Tyresö,1983,31755.0
0138,Tyresö,1984,32041.0
0138,Tyresö,1985,32161.0
0138,Tyresö,1986,32564.0
0138,Tyresö,1987,33112.0
0138,Tyresö,1988,33567.0
0138,Tyresö,1989,33815.0
0138,Tyresö,1990,33973.0
0138,Tyresö,1991,34324.0
0138,Tyresö,1992,34805.0
0138,Tyresö,1993,35126.0
0138,Tyresö,1994,35923.0
0138,Tyresö,1995,36627.0
0138,Tyresö,1996,37129.0
0138,Tyresö,1997,37582.0
0138,Tyresö,1998,38046.0
0138,Tyresö,1999,38580.0
0138,Tyresö,2000,39071.0
0138,Tyresö,2001,39434.0
0138,Tyresö,2002,39720.0
0138,Tyresö,2003,40097.0
0138,Tyresö,2004,40605.0
0138,Tyresö,2005,41134.0
0138,Tyresö,2006,41476.0
0138,Tyresö,2007,42047.0
0138,Tyresö,2008,42332.0
0138,Tyresö,2009,42602.0
0138,Tyresö,2010,42947.0
0138,Tyresö,2011,43328.0
0138,Tyresö,2012,43764.0
0138,Tyresö,2013,44281.0
0138,Tyresö,2014,45390.0
0138,Tyresö,2015,46177.0
0139,Upplands-Bro,1968,6832.0
0139,Upplands-Bro,1969,8441.0
0139,Upplands-Bro,1970,10936.0
0139,Upplands-Bro,1971,12314.0
0139,Upplands-Bro,1972,12765.0
0139,Upplands-Bro,1973,13214.0
0139,Upplands-Bro,1974,13976.0
0139,Upplands-Bro,1975,14792.0
0139,Upplands-Bro,1976,15630.0
0139,Upplands-Bro,1977,16651.0
0139,Upplands-Bro,1978,17812.0
0139,Upplands-Bro,1979,18210.0
0139,Upplands-Bro,1980,18489.0
0139,Upplands-Bro,1981,19210.0
0139,Upplands-Bro,1982,19271.0
0139,Upplands-Bro,1983,19427.0
0139,Upplands-Bro,1984,19653.0
0139,Upplands-Bro,1985,19887.0
0139,Upplands-Bro,1986,19843.0
0139,Upplands-Bro,1987,20021.0
0139,Upplands-Bro,1988,20090.0
0139,Upplands-Bro,1989,20036.0
0139,Upplands-Bro,1990,20191.0
0139,Upplands-Bro,1991,20280.0
0139,Upplands-Bro,1992,20235.0
0139,Upplands-Bro,1993,19848.0
0139,Upplands-Bro,1994,19910.0
0139,Upplands-Bro,1995,20025.0
0139,Upplands-Bro,1996,20204.0
0139,Upplands-Bro,1997,20366.0
0139,Upplands-Bro,1998,20495.0
0139,Upplands-Bro,1999,20728.0
0139,Upplands-Bro,2000,20878.0
0139,Upplands-Bro,2001,21076.0
0139,Upplands-Bro,2002,21162.0
0139,Upplands-Bro,2003,21252.0
0139,Upplands-Bro,2004,21348.0
0139,Upplands-Bro,2005,21327.0
0139,Upplands-Bro,2006,21638.0
0139,Upplands-Bro,2007,22221.0
0139,Upplands-Bro,2008,22682.0
0139,Upplands-Bro,2009,23202.0
0139,Upplands-Bro,2010,23676.0
0139,Upplands-Bro,2011,23984.0
0139,Upplands-Bro,2012,24353.0
0139,Upplands-Bro,2013,24703.0
0139,Upplands-Bro,2014,25287.0
0139,Upplands-Bro,2015,25789.0
0140,Nykvarn,1968,0.0
0140,Nykvarn,1969,0.0
0140,Nykvarn,1970,0.0
0140,Nykvarn,1971,0.0
0140,Nykvarn,1972,0.0
0140,Nykvarn,1973,0.0
0140,Nykvarn,1974,0.0
0140,Nykvarn,1975,0.0
0140,Nykvarn,1976,0.0
0140,Nykvarn,1977,0.0
0140,Nykvarn,1978,0.0
0140,Nykvarn,1979,0.0
0140,Nykvarn,1980,0.0
0140,Nykvarn,1981,0.0
0140,Nykvarn,1982,0.0
0140,Nykvarn,1983,0.0
0140,Nykvarn,1984,0.0
0140,Nykvarn,1985,0.0
0140,Nykvarn,1986,0.0
0140,Nykvarn,1987,0.0
0140,Nykvarn,1988,0.0
0140,Nykvarn,1989,0.0
0140,Nykvarn,1990,0.0
0140,Nykvarn,1991,0.0
0140,Nykvarn,1992,0.0
0140,Nykvarn,1993,0.0
0140,Nykvarn,1994,0.0
0140,Nykvarn,1995,0.0
0140,Nykvarn,1996,0.0
0140,Nykvarn,1997,0.0
0140,Nykvarn,1998,7724.0
0140,Nykvarn,1999,7876.0
0140,Nykvarn,2000,8052.0
0140,Nykvarn,2001,8090.0
0140,Nykvarn,2002,8204.0
0140,Nykvarn,2003,8269.0
0140,Nykvarn,2004,8328.0
0140,Nykvarn,2005,8354.0
0140,Nykvarn,2006,8609.0
0140,Nykvarn,2007,8926.0
0140,Nykvarn,2008,9035.0
0140,Nykvarn,2009,9227.0
0140,Nykvarn,2010,9331.0
0140,Nykvarn,2011,9331.0
0140,Nykvarn,2012,9442.0
0140,Nykvarn,2013,9523.0
0140,Nykvarn,2014,9815.0
0140,Nykvarn,2015,10192.0
0160,Täby,1968,35973.0
0160,Täby,1969,37353.0
0160,Täby,1970,38406.0
0160,Täby,1971,38448.0
0160,Täby,1972,38434.0
0160,Täby,1973,39369.0
0160,Täby,1974,40360.0
0160,Täby,1975,41307.0
0160,Täby,1976,42513.0
0160,Täby,1977,44235.0
0160,Täby,1978,45157.0
0160,Täby,1979,46142.0
0160,Täby,1980,47105.0
0160,Täby,1981,47902.0
0160,Täby,1982,49026.0
0160,Täby,1983,50787.0
0160,Täby,1984,52771.0
0160,Täby,1985,54185.0
0160,Täby,1986,55093.0
0160,Täby,1987,55661.0
0160,Täby,1988,56339.0
0160,Täby,1989,56553.0
0160,Täby,1990,56714.0
0160,Täby,1991,56874.0
0160,Täby,1992,57322.0
0160,Täby,1993,57992.0
0160,Täby,1994,58686.0
0160,Täby,1995,58833.0
0160,Täby,1996,59445.0
0160,Täby,1997,59814.0
0160,Täby,1998,60274.0
0160,Täby,1999,60300.0
0160,Täby,2000,60197.0
0160,Täby,2001,60229.0
0160,Täby,2002,60198.0
0160,Täby,2003,60168.0
0160,Täby,2004,60422.0
0160,Täby,2005,60594.0
0160,Täby,2006,61006.0
0160,Täby,2007,61633.0
0160,Täby,2008,62266.0
0160,Täby,2009,63014.0
0160,Täby,2010,63789.0
0160,Täby,2011,64558.0
0160,Täby,2012,65364.0
0160,Täby,2013,66292.0
0160,Täby,2014,67334.0
0160,Täby,2015,68281.0
0162,Danderyd,1968,28067.0
0162,Danderyd,1969,28055.0
0162,Danderyd,1970,27623.0
0162,Danderyd,1971,27276.0
0162,Danderyd,1972,27763.0
0162,Danderyd,1973,27646.0
0162,Danderyd,1974,27360.0
0162,Danderyd,1975,27168.0
0162,Danderyd,1976,27113.0
0162,Danderyd,1977,27455.0
0162,Danderyd,1978,27522.0
0162,Danderyd,1979,27722.0
0162,Danderyd,1980,27842.0
0162,Danderyd,1981,27762.0
0162,Danderyd,1982,28088.0
0162,Danderyd,1983,28272.0
0162,Danderyd,1984,28484.0
0162,Danderyd,1985,28706.0
0162,Danderyd,1986,28645.0
0162,Danderyd,1987,28792.0
0162,Danderyd,1988,28525.0
0162,Danderyd,1989,28218.0
0162,Danderyd,1990,27915.0
0162,Danderyd,1991,27820.0
0162,Danderyd,1992,27809.0
0162,Danderyd,1993,28245.0
0162,Danderyd,1994,28635.0
0162,Danderyd,1995,28684.0
0162,Danderyd,1996,28881.0
0162,Danderyd,1997,29340.0
0162,Danderyd,1998,29639.0
0162,Danderyd,1999,29636.0
0162,Danderyd,2000,29570.0
0162,Danderyd,2001,29632.0
0162,Danderyd,2002,29755.0
0162,Danderyd,2003,29884.0
0162,Danderyd,2004,30100.0
0162,Danderyd,2005,30226.0
0162,Danderyd,2006,30492.0
0162,Danderyd,2007,30789.0
0162,Danderyd,2008,30851.0
0162,Danderyd,2009,31150.0
0162,Danderyd,2010,31330.0
0162,Danderyd,2011,31799.0
0162,Danderyd,2012,31960.0
0162,Danderyd,2013,32222.0
0162,Danderyd,2014,32295.0
0162,Danderyd,2015,32421.0
0163,Sollentuna,1968,35504.0
0163,Sollentuna,1969,36410.0
0163,Sollentuna,1970,37723.0
0163,Sollentuna,1971,38745.0
0163,Sollentuna,1972,39701.0
0163,Sollentuna,1973,41189.0
0163,Sollentuna,1974,42515.0
0163,Sollentuna,1975,43413.0
0163,Sollentuna,1976,44585.0
0163,Sollentuna,1977,45246.0
0163,Sollentuna,1978,45686.0
0163,Sollentuna,1979,45864.0
0163,Sollentuna,1980,45868.0
0163,Sollentuna,1981,46091.0
0163,Sollentuna,1982,46633.0
0163,Sollentuna,1983,46747.0
0163,Sollentuna,1984,47587.0
0163,Sollentuna,1985,48212.0
0163,Sollentuna,1986,49424.0
0163,Sollentuna,1987,49757.0
0163,Sollentuna,1988,50242.0
0163,Sollentuna,1989,50606.0
0163,Sollentuna,1990,51377.0
0163,Sollentuna,1991,51790.0
0163,Sollentuna,1992,52435.0
0163,Sollentuna,1993,53068.0
0163,Sollentuna,1994,53897.0
0163,Sollentuna,1995,54553.0
0163,Sollentuna,1996,55476.0
0163,Sollentuna,1997,56294.0
0163,Sollentuna,1998,57067.0
0163,Sollentuna,1999,57610.0
0163,Sollentuna,2000,58048.0
0163,Sollentuna,2001,58266.0
0163,Sollentuna,2002,58515.0
0163,Sollentuna,2003,58884.0
0163,Sollentuna,2004,58897.0
0163,Sollentuna,2005,59355.0
0163,Sollentuna,2006,60528.0
0163,Sollentuna,2007,61387.0
0163,Sollentuna,2008,62097.0
0163,Sollentuna,2009,63347.0
0163,Sollentuna,2010,64630.0
0163,Sollentuna,2011,65891.0
0163,Sollentuna,2012,66859.0
0163,Sollentuna,2013,68145.0
0163,Sollentuna,2014,69325.0
0163,Sollentuna,2015,70251.0
0180,Stockholm,1968,758930.0
0180,Stockholm,1969,752361.0
0180,Stockholm,1970,744912.0
0180,Stockholm,1971,728374.0
0180,Stockholm,1972,702304.0
0180,Stockholm,1973,681318.0
0180,Stockholm,1974,671226.0
0180,Stockholm,1975,665202.0
0180,Stockholm,1976,661258.0
0180,Stockholm,1977,658435.0
0180,Stockholm,1978,653929.0
0180,Stockholm,1979,649384.0
0180,Stockholm,1980,647214.0
0180,Stockholm,1981,647115.0
0180,Stockholm,1982,649686.0
0180,Stockholm,1983,650952.0
0180,Stockholm,1984,653455.0
0180,Stockholm,1985,659030.0
0180,Stockholm,1986,663217.0
0180,Stockholm,1987,666810.0
0180,Stockholm,1988,669485.0
0180,Stockholm,1989,672187.0
0180,Stockholm,1990,674452.0
0180,Stockholm,1991,679364.0
0180,Stockholm,1992,684576.0
0180,Stockholm,1993,692954.0
0180,Stockholm,1994,703627.0
0180,Stockholm,1995,711119.0
0180,Stockholm,1996,718462.0
0180,Stockholm,1997,727339.0
0180,Stockholm,1998,736113.0
0180,Stockholm,1999,743703.0
0180,Stockholm,2000,750348.0
0180,Stockholm,2001,754948.0
0180,Stockholm,2002,758148.0
0180,Stockholm,2003,761721.0
0180,Stockholm,2004,765044.0
0180,Stockholm,2005,771038.0
0180,Stockholm,2006,782885.0
0180,Stockholm,2007,795163.0
0180,Stockholm,2008,810120.0
0180,Stockholm,2009,829417.0
0180,Stockholm,2010,847073.0
0180,Stockholm,2011,864324.0
0180,Stockholm,2012,881235.0
