municipality,name,year,population
1284,Höganäs,1995,22854.0
1284,Höganäs,1996,22851.0
1284,Höganäs,1997,22722.0
1284,Höganäs,1998,22612.0
1284,Höganäs,1999,22658.0
1284,Höganäs,2000,22639.0
1284,Höganäs,2001,22733.0
1284,Höganäs,2002,22790.0
1284,Höganäs,2003,23003.0
1284,Höganäs,2004,23135.0
1284,Höganäs,2005,23482.0
1284,Höganäs,2006,23857.0
1284,Höganäs,2007,24065.0
1284,Höganäs,2008,24248.0
1284,Höganäs,2009,24480.0
1284,Höganäs,2010,24637.0
1284,Höganäs,2011,24698.0
1284,Höganäs,2012,24863.0
1284,Höganäs,2013,25084.0
1284,Höganäs,2014,25298.0
1284,Höganäs,2015,25610.0
1285,Eslöv,1968,25153.0
1285,Eslöv,1969,25797.0
1285,Eslöv,1970,26169.0
1285,Eslöv,1971,26394.0
1285,Eslöv,1972,26348.0
1285,Eslöv,1973,26172.0
1285,Eslöv,1974,26125.0
1285,Eslöv,1975,26288.0
1285,Eslöv,1976,26480.0
1285,Eslöv,1977,26792.0
1285,Eslöv,1978,26932.0
1285,Eslöv,1979,26939.0
1285,Eslöv,1980,26829.0
1285,Eslöv,1981,26865.0
1285,Eslöv,1982,26692.0
1285,Eslöv,1983,26481.0
1285,Eslöv,1984,26356.0
1285,Eslöv,1985,26340.0
1285,Eslöv,1986,26296.0
1285,Eslöv,1987,26566.0
1285,Eslöv,1988,27097.0
1285,Eslöv,1989,27261.0
1285,Eslöv,1990,27780.0
1285,Eslöv,1991,28195.0
1285,Eslöv,1992,28215.0
1285,Eslöv,1993,28271.0
1285,Eslöv,1994,28482.0
1285,Eslöv,1995,28543.0
1285,Eslöv,1996,28525.0
1285,Eslöv,1997,28500.0
1285,Eslöv,1998,28299.0
1285,Eslöv,1999,28212.0
1285,Eslöv,2000,28487.0
1285,Eslöv,2001,28703.0
1285,Eslöv,2002,28985.0
1285,Eslöv,2003,29400.0
1285,Eslöv,2004,29740.0
1285,Eslöv,2005,30087.0
1285,Eslöv,2006,30437.0
1285,Eslöv,2007,30775.0
1285,Eslöv,2008,31123.0
1285,Eslöv,2009,31269.0
1285,Eslöv,2010,31587.0
1285,Eslöv,2011,31728.0
1285,Eslöv,2012,31744.0
1285,Eslöv,2013,31920.0
1285,Eslöv,2014,32179.0
1285,Eslöv,2015,32438.0
1286,Ystad,1968,24141.0
1286,Ystad,1969,24152.0
1286,Ystad,1970,24039.0
1286,Ystad,1971,23888.0
1286,Ystad,1972,23882.0
1286,Ystad,1973,23831.0
1286,Ystad,1974,23792.0
1286,Ystad,1975,23693.0
1286,Ystad,1976,23723.0
1286,Ystad,1977,23789.0
1286,Ystad,1978,23862.0
1286,Ystad,1979,23883.0
1286,Ystad,1980,23773.0
1286,Ystad,1981,23822.0
1286,Ystad,1982,23994.0
1286,Ystad,1983,23901.0
1286,Ystad,1984,23910.0
1286,Ystad,1985,23900.0
1286,Ystad,1986,24028.0
1286,Ystad,1987,24186.0
1286,Ystad,1988,24484.0
1286,Ystad,1989,24761.0
1286,Ystad,1990,24999.0
1286,Ystad,1991,25259.0
1286,Ystad,1992,25457.0
1286,Ystad,1993,25648.0
1286,Ystad,1994,25699.0
1286,Ystad,1995,25752.0
1286,Ystad,1996,25949.0
1286,Ystad,1997,25835.0
1286,Ystad,1998,26058.0
1286,Ystad,1999,26185.0
1286,Ystad,2000,26182.0
1286,Ystad,2001,26235.0
1286,Ystad,2002,26383.0
1286,Ystad,2003,26655.0
1286,Ystad,2004,26898.0
1286,Ystad,2005,27120.0
1286,Ystad,2006,27398.0
1286,Ystad,2007,27719.0
1286,Ystad,2008,27870.0
1286,Ystad,2009,28109.0
1286,Ystad,2010,28338.0
1286,Ystad,2011,28427.0
1286,Ystad,2012,28558.0
1286,Ystad,2013,28623.0
1286,Ystad,2014,28771.0
1286,Ystad,2015,28985.0
1287,Trelleborg,1968,35618.0
1287,Trelleborg,1969,35971.0
1287,Trelleborg,1970,36044.0
1287,Trelleborg,1971,36132.0
1287,Trelleborg,1972,35705.0
1287,Trelleborg,1973,35203.0
1287,Trelleborg,1974,35001.0
1287,Trelleborg,1975,34748.0
1287,Trelleborg,1976,34488.0
1287,Trelleborg,1977,34389.0
1287,Trelleborg,1978,34429.0
1287,Trelleborg,1979,34473.0
1287,Trelleborg,1980,34445.0
1287,Trelleborg,1981,34267.0
1287,Trelleborg,1982,34268.0
1287,Trelleborg,1983,34146.0
1287,Trelleborg,1984,34071.0
1287,Trelleborg,1985,34134.0
1287,Trelleborg,1986,34207.0
1287,Trelleborg,1987,34362.0
1287,Trelleborg,1988,34846.0
1287,Trelleborg,1989,35333.0
1287,Trelleborg,1990,35997.0
1287,Trelleborg,1991,36580.0
1287,Trelleborg,1992,36879.0
1287,Trelleborg,1993,37141.0
1287,Trelleborg,1994,37437.0
1287,Trelleborg,1995,37779.0
1287,Trelleborg,1996,37911.0
1287,Trelleborg,1997,38037.0
1287,Trelleborg,1998,38146.0
1287,Trelleborg,1999,38226.0
1287,Trelleborg,2000,38429.0
1287,Trelleborg,2001,38576.0
1287,Trelleborg,2002,38759.0
1287,Trelleborg,2003,39110.0
1287,Trelleborg,2004,39477.0
1287,Trelleborg,2005,39830.0
1287,Trelleborg,2006,40320.0
1287,Trelleborg,2007,41019.0
1287,Trelleborg,2008,41558.0
1287,Trelleborg,2009,41891.0
1287,Trelleborg,2010,42219.0
1287,Trelleborg,2011,42542.0
1287,Trelleborg,2012,42605.0
1287,Trelleborg,2013,42837.0
1287,Trelleborg,2014,42973.0
1287,Trelleborg,2015,43359.0
1290,Kristianstad,1968,64250.0
1290,Kristianstad,1969,64655.0
1290,Kristianstad,1970,65255.0
1290,Kristianstad,1971,65796.0
1290,Kristianstad,1972,66197.0
1290,Kristianstad,1973,66714.0
1290,Kristianstad,1974,67229.0
1290,Kristianstad,1975,67499.0
1290,Kristianstad,1976,67598.0
1290,Kristianstad,1977,67922.0
1290,Kristianstad,1978,68152.0
1290,Kristianstad,1979,68675.0
1290,Kristianstad,1980,68883.0
1290,Kristianstad,1981,68923.0
1290,Kristianstad,1982,69197.0
1290,Kristianstad,1983,69354.0
1290,Kristianstad,1984,69581.0
1290,Kristianstad,1985,69752.0
1290,Kristianstad,1986,69941.0
1290,Kristianstad,1987,70180.0
1290,Kristianstad,1988,70491.0
1290,Kristianstad,1989,71123.0
1290,Kristianstad,1990,71750.0
1290,Kristianstad,1991,72154.0
1290,Kristianstad,1992,72789.0
1290,Kristianstad,1993,72985.0
1290,Kristianstad,1994,73543.0
1290,Kristianstad,1995,73786.0
1290,Kristianstad,1996,73726.0
1290,Kristianstad,1997,73794.0
1290,Kristianstad,1998,73854.0
1290,Kristianstad,1999,73897.0
1290,Kristianstad,2000,74161.0
1290,Kristianstad,2001,74518.0
1290,Kristianstad,2002,74951.0
1290,Kristianstad,2003,75294.0
1290,Kristianstad,2004,75592.0
1290,Kristianstad,2005,75915.0
1290,Kristianstad,2006,76540.0
1290,Kristianstad,2007,77245.0
1290,Kristianstad,2008,77977.0
1290,Kristianstad,2009,78788.0
1290,Kristianstad,2010,79543.0
1290,Kristianstad,2011,79930.0
1290,Kristianstad,2012,80507.0
1290,Kristianstad,2013,81009.0
1290,Kristianstad,2014,81826.0
1290,Kristianstad,2015,82510.0
1291,Simrishamn,1968,20793.0
1291,Simrishamn,1969,20630.0
1291,Simrishamn,1970,20361.0
1291,Simrishamn,1971,20230.0
1291,Simrishamn,1972,20083.0
1291,Simrishamn,1973,20039.0
1291,Simrishamn,1974,20011.0
1291,Simrishamn,1975,20103.0
1291,Simrishamn,1976,20055.0
1291,Simrishamn,1977,20086.0
1291,Simrishamn,1978,20199.0
1291,Simrishamn,1979,20211.0
1291,Simrishamn,1980,20303.0
1291,Simrishamn,1981,20289.0
1291,Simrishamn,1982,20279.0
1291,Simrishamn,1983,20245.0
1291,Simrishamn,1984,20018.0
1291,Simrishamn,1985,19887.0
1291,Simrishamn,1986,19773.0
1291,Simrishamn,1987,19745.0
1291,Simrishamn,1988,19709.0
1291,Simrishamn,1989,19933.0
1291,Simrishamn,1990,20088.0
1291,Simrishamn,1991,20300.0
1291,Simrishamn,1992,20376.0
1291,Simrishamn,1993,20414.0
1291,Simrishamn,1994,20435.0
1291,Simrishamn,1995,20259.0
1291,Simrishamn,1996,20065.0
1291,Simrishamn,1997,19844.0
1291,Simrishamn,1998,19697.0
1291,Simrishamn,1999,19511.0
1291,Simrishamn,2000,19303.0
1291,Simrishamn,2001,19381.0
1291,Simrishamn,2002,19406.0
1291,Simrishamn,2003,19499.0
1291,Simrishamn,2004,19470.0
1291,Simrishamn,2005,19425.0
1291,Simrishamn,2006,19418.0
1291,Simrishamn,2007,19306.0
1291,Simrishamn,2008,19356.0
1291,Simrishamn,2009,19328.0
1291,Simrishamn,2010,19297.0
1291,Simrishamn,2011,19147.0
1291,Simrishamn,2012,18997.0
1291,Simrishamn,2013,18951.0
1291,Simrishamn,2014,18905.0
1291,Simrishamn,2015,19065.0
1292,Ängelholm,1968,25843.0
1292,Ängelholm,1969,25921.0
1292,Ängelholm,1970,26009.0
1292,Ängelholm,1971,26317.0
1292,Ängelholm,1972,26816.0
1292,Ängelholm,1973,27142.0
1292,Ängelholm,1974,27751.0
1292,Ängelholm,1975,28173.0
1292,Ängelholm,1976,28432.0
1292,Ängelholm,1977,28804.0
1292,Ängelholm,1978,29050.0
1292,Ängelholm,1979,29397.0
1292,Ängelholm,1980,29813.0
1292,Ängelholm,1981,30192.0
1292,Ängelholm,1982,30420.0
1292,Ängelholm,1983,30580.0
1292,Ängelholm,1984,31071.0
1292,Ängelholm,1985,31477.0
1292,Ängelholm,1986,31938.0
1292,Ängelholm,1987,32443.0
1292,Ängelholm,1988,32998.0
1292,Ängelholm,1989,33750.0
1292,Ängelholm,1990,34149.0
1292,Ängelholm,1991,34782.0
1292,Ängelholm,1992,35238.0
1292,Ängelholm,1993,35658.0
1292,Ängelholm,1994,36092.0
1292,Ängelholm,1995,36491.0
1292,Ängelholm,1996,36553.0
1292,Ängelholm,1997,36638.0
1292,Ängelholm,1998,36921.0
1292,Ängelholm,1999,37054.0
1292,Ängelholm,2000,37312.0
1292,Ängelholm,2001,37505.0
1292,Ängelholm,2002,37706.0
1292,Ängelholm,2003,37859.0
1292,Ängelholm,2004,38140.0
1292,Ängelholm,2005,38347.0
1292,Ängelholm,2006,38682.0
1292,Ängelholm,2007,38749.0
1292,Ängelholm,2008,38854.0
1292,Ängelholm,2009,39083.0
1292,Ängelholm,2010,39394.0
1292,Ängelholm,2011,39626.0
1292,Ängelholm,2012,39742.0
1292,Ängelholm,2013,39866.0
1292,Ängelholm,2014,40229.0
1292,Ängelholm,2015,40732.0
1293,Hässleholm,1968,45927.0
1293,Hässleholm,1969,46309.0
1293,Hässleholm,1970,46602.0
1293,Hässleholm,1971,47013.0
1293,Hässleholm,1972,47366.0
1293,Hässleholm,1973,47593.0
1293,Hässleholm,1974,47992.0
1293,Hässleholm,1975,48339.0
1293,Hässleholm,1976,48574.0
1293,Hässleholm,1977,48573.0
1293,Hässleholm,1978,48812.0
1293,Hässleholm,1979,48751.0
1293,Hässleholm,1980,48854.0
1293,Hässleholm,1981,49007.0
1293,Hässleholm,1982,48839.0
1293,Hässleholm,1983,48714.0
1293,Hässleholm,1984,48600.0
1293,Hässleholm,1985,48446.0
1293,Hässleholm,1986,48390.0
1293,Hässleholm,1987,48493.0
1293,Hässleholm,1988,48658.0
1293,Hässleholm,1989,48794.0
1293,Hässleholm,1990,49106.0
1293,Hässleholm,1991,49335.0
1293,Hässleholm,1992,49618.0
1293,Hässleholm,1993,49458.0
1293,Hässleholm,1994,49824.0
1293,Hässleholm,1995,49790.0
1293,Hässleholm,1996,49681.0
1293,Hässleholm,1997,49261.0
1293,Hässleholm,1998,49046.0
1293,Hässleholm,1999,48803.0
1293,Hässleholm,2000,48580.0
1293,Hässleholm,2001,48519.0
1293,Hässleholm,2002,48536.0
1293,Hässleholm,2003,48787.0
1293,Hässleholm,2004,48945.0
1293,Hässleholm,2005,49148.0
1293,Hässleholm,2006,49381.0
1293,Hässleholm,2007,49780.0
1293,Hässleholm,2008,50006.0
1293,Hässleholm,2009,50036.0
1293,Hässleholm,2010,50107.0
1293,Hässleholm,2011,50164.0
1293,Hässleholm,2012,50163.0
1293,Hässleholm,2013,50227.0
1293,Hässleholm,2014,50565.0
1293,Hässleholm,2015,51048.0
1315,Hylte,1968,10961.0
1315,Hylte,1969,10997.0
1315,Hylte,1970,10990.0
1315,Hylte,1971,10999.0
1315,Hylte,1972,11192.0
1315,Hylte,1973,11209.0
1315,Hylte,1974,11127.0
1315,Hylte,1975,11152.0
1315,Hylte,1976,11266.0
1315,Hylte,1977,11210.0
1315,Hylte,1978,11219.0
1315,Hylte,1979,11162.0
1315,Hylte,1980,11211.0
1315,Hylte,1981,11147.0
1315,Hylte,1982,11114.0
1315,Hylte,1983,11038.0
1315,Hylte,1984,10921.0
1315,Hylte,1985,10841.0
1315,Hylte,1986,10858.0
1315,Hylte,1987,10811.0
1315,Hylte,1988,10800.0
1315,Hylte,1989,11001.0
1315,Hylte,1990,11143.0
1315,Hylte,1991,11110.0
1315,Hylte,1992,11104.0
1315,Hylte,1993,11071.0
1315,Hylte,1994,11180.0
1315,Hylte,1995,10963.0
1315,Hylte,1996,10869.0
1315,Hylte,1997,10673.0
1315,Hylte,1998,10559.0
1315,Hylte,1999,10485.0
1315,Hylte,2000,10479.0
1315,Hylte,2001,10493.0
1315,Hylte,2002,10401.0
1315,Hylte,2003,10377.0
1315,Hylte,2004,10432.0
1315,Hylte,2005,10368.0
1315,Hylte,2006,10371.0
1315,Hylte,2007,10257.0
1315,Hylte,2008,10273.0
1315,Hylte,2009,10277.0
1315,Hylte,2010,10177.0
1315,Hylte,2011,10126.0
1315,Hylte,2012,10032.0
1315,Hylte,2013,10001.0
1315,Hylte,2014,10278.0
1315,Hylte,2015,10514.0
1380,Halmstad,1968,68654.0
1380,Halmstad,1969,69494.0
1380,Halmstad,1970,70616.0
1380,Halmstad,1971,71257.0
1380,Halmstad,1972,71862.0
1380,Halmstad,1973,72574.0
1380,Halmstad,1974,73582.0
1380,Halmstad,1975,74292.0
1380,Halmstad,1976,74718.0
1380,Halmstad,1977,74990.0
1380,Halmstad,1978,75290.0
1380,Halmstad,1979,75663.0
1380,Halmstad,1980,76042.0
1380,Halmstad,1981,76191.0
1380,Halmstad,1982,76355.0
1380,Halmstad,1983,76572.0
1380,Halmstad,1984,76971.0
1380,Halmstad,1985,77151.0
1380,Halmstad,1986,77601.0
1380,Halmstad,1987,77942.0
1380,Halmstad,1988,78607.0
1380,Halmstad,1989,79362.0
1380,Halmstad,1990,80061.0
1380,Halmstad,1991,80560.0
1380,Halmstad,1992,81084.0
1380,Halmstad,1993,82103.0
1380,Halmstad,1994,83080.0
1380,Halmstad,1995,83488.0
1380,Halmstad,1996,83549.0
1380,Halmstad,1997,84005.0
1380,Halmstad,1998,84538.0
1380,Halmstad,1999,84814.0
1380,Halmstad,2000,85200.0
1380,Halmstad,2001,85742.0
1380,Halmstad,2002,86585.0
1380,Halmstad,2003,87372.0
1380,Halmstad,2004,87929.0
1380,Halmstad,2005,88224.0
1380,Halmstad,2006,88958.0
1380,Halmstad,2007,89727.0
1380,Halmstad,2008,90241.0
1380,Halmstad,2009,91087.0
1380,Halmstad,2010,91800.0
1380,Halmstad,2011,92294.0
1380,Halmstad,2012,93231.0
1380,Halmstad,2013,94084.0
1380,Halmstad,2014,95532.0
1380,Halmstad,2015,96952.0
1381,Laholm,1968,18834.0
1381,Laholm,1969,18749.0
1381,Laholm,1970,18683.0
1381,Laholm,1971,18784.0
1381,Laholm,1972,18913.0
1381,Laholm,1973,19153.0
1381,Laholm,1974,19486.0
1381,Laholm,1975,19830.0
1381,Laholm,1976,20354.0
1381,Laholm,1977,20542.0
1381,Laholm,1978,20780.0
1381,Laholm,1979,21042.0
1381,Laholm,1980,21059.0
1381,Laholm,1981,21248.0
1381,Laholm,1982,21320.0
1381,Laholm,1983,21397.0
1381,Laholm,1984,21404.0
1381,Laholm,1985,21462.0
1381,Laholm,1986,21490.0
1381,Laholm,1987,21685.0
1381,Laholm,1988,21881.0
1381,Laholm,1989,22198.0
1381,Laholm,1990,22661.0
1381,Laholm,1991,22811.0
1381,Laholm,1992,23021.0
1381,Laholm,1993,23001.0
1381,Laholm,1994,23074.0
1381,Laholm,1995,23120.0
1381,Laholm,1996,23021.0
1381,Laholm,1997,22882.0
1381,Laholm,1998,22847.0
1381,Laholm,1999,22732.0
1381,Laholm,2000,22747.0
1381,Laholm,2001,22749.0
1381,Laholm,2002,22750.0
1381,Laholm,2003,22883.0
1381,Laholm,2004,22955.0
1381,Laholm,2005,23037.0
1381,Laholm,2006,23153.0
1381,Laholm,2007,23189.0
1381,Laholm,2008,23258.0
1381,Laholm,2009,23345.0
1381,Laholm,2010,23390.0
1381,Laholm,2011,23470.0
1381,Laholm,2012,23458.0
1381,Laholm,2013,23517.0
1381,Laholm,2014,23781.0
1381,Laholm,2015,24195.0
1382,Falkenberg,1968,31255.0
1382,Falkenberg,1969,31535.0
1382,Falkenberg,1970,31804.0
1382,Falkenberg,1971,32119.0
1382,Falkenberg,1972,32183.0
1382,Falkenberg,1973,32403.0
1382,Falkenberg,1974,32720.0
1382,Falkenberg,1975,33102.0
1382,Falkenberg,1976,33553.0
1382,Falkenberg,1977,33877.0
1382,Falkenberg,1978,34174.0
1382,Falkenberg,1979,34610.0
1382,Falkenberg,1980,34912.0
1382,Falkenberg,1981,35183.0
1382,Falkenberg,1982,35339.0
1382,Falkenberg,1983,35452.0
1382,Falkenberg,1984,35523.0
1382,Falkenberg,1985,35596.0
1382,Falkenberg,1986,35822.0
1382,Falkenberg,1987,36095.0
1382,Falkenberg,1988,36536.0
1382,Falkenberg,1989,37081.0
1382,Falkenberg,1990,37622.0
1382,Falkenberg,1991,37988.0
1382,Falkenberg,1992,38285.0
1382,Falkenberg,1993,38624.0
1382,Falkenberg,1994,38992.0
1382,Falkenberg,1995,38950.0
1382,Falkenberg,1996,39010.0
1382,Falkenberg,1997,39112.0
1382,Falkenberg,1998,39061.0
1382,Falkenberg,1999,38894.0
1382,Falkenberg,2000,38817.0
1382,Falkenberg,2001,38720.0
1382,Falkenberg,2002,38896.0
1382,Falkenberg,2003,39145.0
1382,Falkenberg,2004,39438.0
1382,Falkenberg,2005,39605.0
1382,Falkenberg,2006,39874.0
1382,Falkenberg,2007,40164.0
1382,Falkenberg,2008,40451.0
1382,Falkenberg,2009,40739.0
1382,Falkenberg,2010,41008.0
1382,Falkenberg,2011,41304.0
1382,Falkenberg,2012,41423.0
1382,Falkenberg,2013,41912.0
1382,Falkenberg,2014,42433.0
1382,Falkenberg,2015,42949.0
1383,Varberg,1968,36825.0
1383,Varberg,1969,37620.0
1383,Varberg,1970,38955.0
1383,Varberg,1971,40360.0
1383,Varberg,1972,41391.0
1383,Varberg,1973,42210.0
1383,Varberg,1974,42674.0
1383,Varberg,1975,43051.0
1383,Varberg,1976,43302.0
1383,Varberg,1977,43548.0
1383,Varberg,1978,43671.0
1383,Varberg,1979,43829.0
1383,Varberg,1980,44164.0
1383,Varberg,1981,44619.0
1383,Varberg,1982,45035.0
1383,Varberg,1983,45367.0
1383,Varberg,1984,45828.0
1383,Varberg,1985,46253.0
1383,Varberg,1986,46639.0
1383,Varberg,1987,47040.0
1383,Varberg,1988,47566.0
1383,Varberg,1989,48193.0
1383,Varberg,1990,49018.0
1383,Varberg,1991,49880.0
1383,Varberg,1992,50465.0
1383,Varberg,1993,50911.0
1383,Varberg,1994,51412.0
1383,Varberg,1995,51902.0
1383,Varberg,1996,52134.0
1383,Varberg,1997,52367.0
1383,Varberg,1998,52392.0
1383,Varberg,1999,52516.0
1383,Varberg,2000,52648.0
1383,Varberg,2001,53072.0
1383,Varberg,2002,53346.0
1383,Varberg,2003,53892.0
1383,Varberg,2004,54338.0
1383,Varberg,2005,54817.0
1383,Varberg,2006,55459.0
1383,Varberg,2007,56114.0
1383,Varberg,2008,56673.0
1383,Varberg,2009,57439.0
1383,Varberg,2010,58084.0
1383,Varberg,2011,58576.0
1383,Varberg,2012,59186.0
1383,Varberg,2013,59936.0
1383,Varberg,2014,60422.0
1383,Varberg,2015,61030.0
1384,Kungsbacka,1968,25077.0
1384,Kungsbacka,1969,27151.0
1384,Kungsbacka,1970,29007.0
1384,Kungsbacka,1971,30329.0
1384,Kungsbacka,1972,32735.0
1384,Kungsbacka,1973,34941.0
1384,Kungsbacka,1974,36729.0
1384,Kungsbacka,1975,38353.0
1384,Kungsbacka,1976,39792.0
1384,Kungsbacka,1977,40865.0
1384,Kungsbacka,1978,42041.0
1384,Kungsbacka,1979,42905.0
1384,Kungsbacka,1980,43536.0
1384,Kungsbacka,1981,44327.0
1384,Kungsbacka,1982,45176.0
1384,Kungsbacka,1983,46493.0
1384,Kungsbacka,1984,47700.0
1384,Kungsbacka,1985,48760.0
1384,Kungsbacka,1986,49840.0
1384,Kungsbacka,1987,50804.0
1384,Kungsbacka,1988,52027.0
1384,Kungsbacka,1989,53124.0
1384,Kungsbacka,1990,54220.0
1384,Kungsbacka,1991,55525.0
1384,Kungsbacka,1992,57213.0
1384,Kungsbacka,1993,58897.0
1384,Kungsbacka,1994,60329.0
1384,Kungsbacka,1995,60915.0
1384,Kungsbacka,1996,61477.0
1384,Kungsbacka,1997,62286.0
1384,Kungsbacka,1998,63142.0
1384,Kungsbacka,1999,64096.0
1384,Kungsbacka,2000,65113.0
1384,Kungsbacka,2001,65877.0
1384,Kungsbacka,2002,66573.0
1384,Kungsbacka,2003,67653.0
1384,Kungsbacka,2004,68696.0
1384,Kungsbacka,2005,69817.0
1384,Kungsbacka,2006,71044.0
1384,Kungsbacka,2007,71942.0
1384,Kungsbacka,2008,72676.0
1384,Kungsbacka,2009,73938.0
1384,Kungsbacka,2010,75025.0
1384,Kungsbacka,2011,75954.0
1384,Kungsbacka,2012,76786.0
1384,Kungsbacka,2013,77390.0
1384,Kungsbacka,2014,78219.0
1384,Kungsbacka,2015,79144.0
1401,Härryda,1968,13511.0
1401,Härryda,1969,14296.0
1401,Härryda,1970,16003.0
1401,Härryda,1971,17354.0
1401,Härryda,1972,18792.0
1401,Härryda,1973,19615.0
1401,Härryda,1974,20094.0
1401,Härryda,1975,20741.0
1401,Härryda,1976,21424.0
1401,Härryda,1977,21855.0
1401,Härryda,1978,22327.0
1401,Härryda,1979,22948.0
1401,Härryda,1980,23195.0
1401,Härryda,1981,23457.0
1401,Härryda,1982,24037.0
1401,Härryda,1983,24416.0
1401,Härryda,1984,24638.0
1401,Härryda,1985,24784.0
1401,Härryda,1986,25068.0
1401,Härryda,1987,25562.0
1401,Härryda,1988,26151.0
1401,Härryda,1989,26433.0
1401,Härryda,1990,26541.0
1401,Härryda,1991,27256.0
1401,Härryda,1992,27930.0
1401,Härryda,1993,28242.0
1401,Härryda,1994,28521.0
1401,Härryda,1995,28612.0
1401,Härryda,1996,28742.0
1401,Härryda,1997,29131.0
1401,Härryda,1998,29473.0
1401,Härryda,1999,29842.0
1401,Härryda,2000,30276.0
1401,Härryda,2001,30547.0
1401,Härryda,2002,30844.0
1401,Härryda,2003,31208.0
1401,Härryda,2004,31676.0
1401,Härryda,2005,32049.0
1401,Härryda,2006,32395.0
1401,Härryda,2007,32969.0
1401,Härryda,2008,33580.0
1401,Härryda,2009,34007.0
1401,Härryda,2010,34463.0
1401,Härryda,2011,34854.0
1401,Härryda,2012,35223.0
1401,Härryda,2013,35732.0
1401,Härryda,2014,36291.0
1401,Härryda,2015,36651.0
1402,Partille,1968,22980.0
1402,Partille,1969,24687.0
1402,Partille,1970,24588.0
1402,Partille,1971,25267.0
1402,Partille,1972,26274.0
1402,Partille,1973,26970.0
1402,Partille,1974,27154.0
1402,Partille,1975,27151.0
1402,Partille,1976,27146.0
1402,Partille,1977,26924.0
1402,Partille,1978,26923.0
1402,Partille,1979,26882.0
1402,Partille,1980,27172.0
1402,Partille,1981,27482.0
1402,Partille,1982,27784.0
1402,Partille,1983,28118.0
1402,Partille,1984,28681.0
1402,Partille,1985,29232.0
1402,Partille,1986,29418.0
1402,Partille,1987,29604.0
1402,Partille,1988,30100.0
1402,Partille,1989,30533.0
1402,Partille,1990,30420.0
1402,Partille,1991,30534.0
1402,Partille,1992,31055.0
1402,Partille,1993,31502.0
1402,Partille,1994,31901.0
1402,Partille,1995,32206.0
1402,Partille,1996,32349.0
1402,Partille,1997,32705.0
1402,Partille,1998,32709.0
1402,Partille,1999,33000.0
1402,Partille,2000,33124.0
1402,Partille,2001,33142.0
1402,Partille,2002,33088.0
1402,Partille,2003,33192.0
1402,Partille,2004,33281.0
1402,Partille,2005,33543.0
1402,Partille,2006,33614.0
1402,Partille,2007,33699.0
1402,Partille,2008,33802.0
1402,Partille,2009,34382.0
1402,Partille,2010,35084.0
1402,Partille,2011,35518.0
1402,Partille,2012,35837.0
1402,Partille,2013,36147.0
1402,Partille,2014,36528.0
1402,Partille,2015,36977.0
1407,Öckerö,1968,8181.0
1407,Öckerö,1969,8360.0
1407,Öckerö,1970,8478.0
1407,Öckerö,1971,8647.0
1407,Öckerö,1972,8840.0
1407,Öckerö,1973,8983.0
1407,Öckerö,1974,9140.0
1407,Öckerö,1975,9219.0
1407,Öckerö,1976,9404.0
1407,Öckerö,1977,9568.0
1407,Öckerö,1978,9667.0
1407,Öckerö,1979,9767.0
1407,Öckerö,1980,9842.0
1407,Öckerö,1981,9874.0
1407,Öckerö,1982,9916.0
1407,Öckerö,1983,10006.0
1407,Öckerö,1984,10102.0
1407,Öckerö,1985,10260.0
1407,Öckerö,1986,10364.0
1407,Öckerö,1987,10434.0
1407,Öckerö,1988,10553.0
1407,Öckerö,1989,10790.0
1407,Öckerö,1990,11008.0
1407,Öckerö,1991,11208.0
1407,Öckerö,1992,11323.0
1407,Öckerö,1993,11440.0
1407,Öckerö,1994,11502.0
1407,Öckerö,1995,11590.0
1407,Öckerö,1996,11669.0
1407,Öckerö,1997,11659.0
1407,Öckerö,1998,11692.0
1407,Öckerö,1999,11781.0
1407,Öckerö,2000,11827.0
1407,Öckerö,2001,11877.0
1407,Öckerö,2002,11981.0
1407,Öckerö,2003,12081.0
1407,Öckerö,2004,12147.0
1407,Öckerö,2005,12231.0
1407,Öckerö,2006,12229.0
1407,Öckerö,2007,12256.0
1407,Öckerö,2008,12250.0
1407,Öckerö,2009,12292.0
1407,Öckerö,2010,12449.0
1407,Öckerö,2011,12487.0
1407,Öckerö,2012,12539.0
1407,Öckerö,2013,12574.0
1407,Öckerö,2014,12645.0
1407,Öckerö,2015,12682.0
1415,Stenungsund,1968,11324.0
1415,Stenungsund,1969,11908.0
1415,Stenungsund,1970,12546.0
1415,Stenungsund,1971,13110.0
1415,Stenungsund,1972,13476.0
1415,Stenungsund,1973,13801.0
1415,Stenungsund,1974,14272.0
1415,Stenungsund,1975,14617.0
1415,Stenungsund,1976,14836.0
1415,Stenungsund,1977,15155.0
1415,Stenungsund,1978,15569.0
1415,Stenungsund,1979,15819.0
1415,Stenungsund,1980,16091.0
1415,Stenungsund,1981,16439.0
1415,Stenungsund,1982,16440.0
1415,Stenungsund,1983,16545.0
1415,Stenungsund,1984,16864.0
1415,Stenungsund,1985,17034.0
1415,Stenungsund,1986,17271.0
1415,Stenungsund,1987,17516.0
1415,Stenungsund,1988,17792.0
1415,Stenungsund,1989,18139.0
1415,Stenungsund,1990,18640.0
1415,Stenungsund,1991,19064.0
1415,Stenungsund,1992,19415.0
1415,Stenungsund,1993,19583.0
1415,Stenungsund,1994,19869.0
1415,Stenungsund,1995,19852.0
1415,Stenungsund,1996,19941.0
