municipality,name,year,median_income
1764,Grums,2014,220000.0
1765,Årjäng,1999,141400.0
1765,Årjäng,2000,146400.0
1765,Årjäng,2001,150100.0
1765,Årjäng,2002,154900.0
1765,Årjäng,2003,161300.0
1765,Årjäng,2004,166300.0
1765,Årjäng,2005,170600.0
1765,Årjäng,2006,173800.0
1765,Årjäng,2007,175800.0
1765,Årjäng,2008,181500.0
1765,Årjäng,2009,182900.0
1765,Årjäng,2010,177900.0
1765,Årjäng,2011,181400.0
1765,Årjäng,2012,193300.0
1765,Årjäng,2013,197300.0
1765,Årjäng,2014,197200.0
1766,Sunne,1999,145300.0
1766,Sunne,2000,150500.0
1766,Sunne,2001,156000.0
1766,Sunne,2002,161600.0
1766,Sunne,2003,169200.0
1766,Sunne,2004,173400.0
1766,Sunne,2005,175600.0
1766,Sunne,2006,180300.0
1766,Sunne,2007,185000.0
1766,Sunne,2008,189700.0
1766,Sunne,2009,191900.0
1766,Sunne,2010,195300.0
1766,Sunne,2011,200500.0
1766,Sunne,2012,208200.0
1766,Sunne,2013,214600.0
1766,Sunne,2014,215600.0
1780,Karlstad,1999,158900.0
1780,Karlstad,2000,163600.0
1780,Karlstad,2001,169400.0
1780,Karlstad,2002,176300.0
1780,Karlstad,2003,184100.0
1780,Karlstad,2004,188800.0
1780,Karlstad,2005,192900.0
1780,Karlstad,2006,198800.0
1780,Karlstad,2007,204600.0
1780,Karlstad,2008,212800.0
1780,Karlstad,2009,217000.0
1780,Karlstad,2010,217800.0
1780,Karlstad,2011,223100.0
1780,Karlstad,2012,231200.0
1780,Karlstad,2013,237000.0
1780,Karlstad,2014,240000.0
1781,Kristinehamn,1999,154100.0
1781,Kristinehamn,2000,158300.0
1781,Kristinehamn,2001,163900.0
1781,Kristinehamn,2002,170500.0
1781,Kristinehamn,2003,176600.0
1781,Kristinehamn,2004,180000.0
1781,Kristinehamn,2005,183400.0
1781,Kristinehamn,2006,189000.0
1781,Kristinehamn,2007,193200.0
1781,Kristinehamn,2008,199500.0
1781,Kristinehamn,2009,201800.0
1781,Kristinehamn,2010,202000.0
1781,Kristinehamn,2011,203400.0
1781,Kristinehamn,2012,210600.0
1781,Kristinehamn,2013,216700.0
1781,Kristinehamn,2014,217100.0
1782,Filipstad,1999,148800.0
1782,Filipstad,2000,152000.0
1782,Filipstad,2001,158200.0
1782,Filipstad,2002,165900.0
1782,Filipstad,2003,171800.0
1782,Filipstad,2004,174600.0
1782,Filipstad,2005,177400.0
1782,Filipstad,2006,181800.0
1782,Filipstad,2007,185400.0
1782,Filipstad,2008,190500.0
1782,Filipstad,2009,194600.0
1782,Filipstad,2010,192900.0
1782,Filipstad,2011,196400.0
1782,Filipstad,2012,201600.0
1782,Filipstad,2013,207400.0
1782,Filipstad,2014,206900.0
1783,Hagfors,1999,153100.0
1783,Hagfors,2000,156600.0
1783,Hagfors,2001,160700.0
1783,Hagfors,2002,167800.0
1783,Hagfors,2003,174000.0
1783,Hagfors,2004,178300.0
1783,Hagfors,2005,180600.0
1783,Hagfors,2006,183600.0
1783,Hagfors,2007,187300.0
1783,Hagfors,2008,194200.0
1783,Hagfors,2009,196300.0
1783,Hagfors,2010,196900.0
1783,Hagfors,2011,200200.0
1783,Hagfors,2012,206800.0
1783,Hagfors,2013,213800.0
1783,Hagfors,2014,217100.0
1784,Arvika,1999,148600.0
1784,Arvika,2000,152400.0
1784,Arvika,2001,158200.0
1784,Arvika,2002,165000.0
1784,Arvika,2003,172100.0
1784,Arvika,2004,176400.0
1784,Arvika,2005,180000.0
1784,Arvika,2006,186600.0
1784,Arvika,2007,191700.0
1784,Arvika,2008,200500.0
1784,Arvika,2009,202300.0
1784,Arvika,2010,201200.0
1784,Arvika,2011,206400.0
1784,Arvika,2012,213300.0
1784,Arvika,2013,217800.0
1784,Arvika,2014,221800.0
1785,Säffle,1999,147700.0
1785,Säffle,2000,152000.0
1785,Säffle,2001,157000.0
1785,Säffle,2002,164700.0
1785,Säffle,2003,170800.0
1785,Säffle,2004,175500.0
1785,Säffle,2005,177800.0
1785,Säffle,2006,181100.0
1785,Säffle,2007,186000.0
1785,Säffle,2008,191200.0
1785,Säffle,2009,195500.0
1785,Säffle,2010,192600.0
1785,Säffle,2011,196600.0
1785,Säffle,2012,203300.0
1785,Säffle,2013,208700.0
1785,Säffle,2014,206600.0
1814,Lekeberg,1999,150600.0
1814,Lekeberg,2000,156000.0
1814,Lekeberg,2001,164200.0
1814,Lekeberg,2002,174600.0
1814,Lekeberg,2003,179500.0
1814,Lekeberg,2004,182100.0
1814,Lekeberg,2005,186300.0
1814,Lekeberg,2006,192600.0
1814,Lekeberg,2007,202500.0
1814,Lekeberg,2008,210500.0
1814,Lekeberg,2009,214000.0
1814,Lekeberg,2010,216100.0
1814,Lekeberg,2011,222200.0
1814,Lekeberg,2012,230200.0
1814,Lekeberg,2013,239200.0
1814,Lekeberg,2014,243600.0
1860,Laxå,1999,159100.0
1860,Laxå,2000,163100.0
1860,Laxå,2001,168200.0
1860,Laxå,2002,173000.0
1860,Laxå,2003,177900.0
1860,Laxå,2004,182200.0
1860,Laxå,2005,185300.0
1860,Laxå,2006,188200.0
1860,Laxå,2007,194900.0
1860,Laxå,2008,203700.0
1860,Laxå,2009,205600.0
1860,Laxå,2010,207800.0
1860,Laxå,2011,216100.0
1860,Laxå,2012,219700.0
1860,Laxå,2013,223500.0
1860,Laxå,2014,217300.0
1861,Hallsberg,1999,159800.0
1861,Hallsberg,2000,165500.0
1861,Hallsberg,2001,168800.0
1861,Hallsberg,2002,175900.0
1861,Hallsberg,2003,180600.0
1861,Hallsberg,2004,185200.0
1861,Hallsberg,2005,188300.0
1861,Hallsberg,2006,192300.0
1861,Hallsberg,2007,198600.0
1861,Hallsberg,2008,207300.0
1861,Hallsberg,2009,208800.0
1861,Hallsberg,2010,207900.0
1861,Hallsberg,2011,213100.0
1861,Hallsberg,2012,221100.0
1861,Hallsberg,2013,227300.0
1861,Hallsberg,2014,232300.0
1862,Degerfors,1999,157100.0
1862,Degerfors,2000,162000.0
1862,Degerfors,2001,169900.0
1862,Degerfors,2002,175500.0
1862,Degerfors,2003,181900.0
1862,Degerfors,2004,183700.0
1862,Degerfors,2005,187000.0
1862,Degerfors,2006,191600.0
1862,Degerfors,2007,196800.0
1862,Degerfors,2008,203900.0
1862,Degerfors,2009,207400.0
1862,Degerfors,2010,205600.0
1862,Degerfors,2011,208100.0
1862,Degerfors,2012,215600.0
1862,Degerfors,2013,218400.0
1862,Degerfors,2014,220300.0
1863,Hällefors,1999,151400.0
1863,Hällefors,2000,155000.0
1863,Hällefors,2001,160100.0
1863,Hällefors,2002,165700.0
1863,Hällefors,2003,172800.0
1863,Hällefors,2004,178200.0
1863,Hällefors,2005,180500.0
1863,Hällefors,2006,186500.0
1863,Hällefors,2007,190000.0
1863,Hällefors,2008,197000.0
1863,Hällefors,2009,196100.0
1863,Hällefors,2010,195300.0
1863,Hällefors,2011,198400.0
1863,Hällefors,2012,203200.0
1863,Hällefors,2013,209700.0
1863,Hällefors,2014,210100.0
1864,Ljusnarsberg,1999,146400.0
1864,Ljusnarsberg,2000,149500.0
1864,Ljusnarsberg,2001,154900.0
1864,Ljusnarsberg,2002,162000.0
1864,Ljusnarsberg,2003,168000.0
1864,Ljusnarsberg,2004,171100.0
1864,Ljusnarsberg,2005,172500.0
1864,Ljusnarsberg,2006,176200.0
1864,Ljusnarsberg,2007,179300.0
1864,Ljusnarsberg,2008,182100.0
1864,Ljusnarsberg,2009,189300.0
1864,Ljusnarsberg,2010,186900.0
1864,Ljusnarsberg,2011,190400.0
1864,Ljusnarsberg,2012,196500.0
1864,Ljusnarsberg,2013,202100.0
1864,Ljusnarsberg,2014,203300.0
1880,Örebro,1999,154300.0
1880,Örebro,2000,160200.0
1880,Örebro,2001,166400.0
1880,Örebro,2002,174600.0
1880,Örebro,2003,179600.0
1880,Örebro,2004,184300.0
1880,Örebro,2005,188300.0
1880,Örebro,2006,194100.0
1880,Örebro,2007,201700.0
1880,Örebro,2008,211100.0
1880,Örebro,2009,214500.0
1880,Örebro,2010,214700.0
1880,Örebro,2011,220800.0
1880,Örebro,2012,229200.0
1880,Örebro,2013,235500.0
1880,Örebro,2014,239000.0
1881,Kumla,1999,171200.0
1881,Kumla,2000,177500.0
1881,Kumla,2001,181500.0
1881,Kumla,2002,187800.0
1881,Kumla,2003,190900.0
1881,Kumla,2004,193500.0
1881,Kumla,2005,196100.0
1881,Kumla,2006,202400.0
1881,Kumla,2007,209600.0
1881,Kumla,2008,217900.0
1881,Kumla,2009,221600.0
1881,Kumla,2010,221100.0
1881,Kumla,2011,227000.0
1881,Kumla,2012,235800.0
1881,Kumla,2013,239900.0
1881,Kumla,2014,245800.0
1882,Askersund,1999,154700.0
1882,Askersund,2000,160100.0
1882,Askersund,2001,163800.0
1882,Askersund,2002,171900.0
1882,Askersund,2003,178300.0
1882,Askersund,2004,183600.0
1882,Askersund,2005,186400.0
1882,Askersund,2006,190100.0
1882,Askersund,2007,196600.0
1882,Askersund,2008,204700.0
1882,Askersund,2009,207800.0
1882,Askersund,2010,209100.0
1882,Askersund,2011,215200.0
1882,Askersund,2012,223300.0
1882,Askersund,2013,230300.0
1882,Askersund,2014,235400.0
1883,Karlskoga,1999,165100.0
1883,Karlskoga,2000,169900.0
1883,Karlskoga,2001,175400.0
1883,Karlskoga,2002,182100.0
1883,Karlskoga,2003,187200.0
1883,Karlskoga,2004,192100.0
1883,Karlskoga,2005,195800.0
1883,Karlskoga,2006,200300.0
1883,Karlskoga,2007,206000.0
1883,Karlskoga,2008,214100.0
1883,Karlskoga,2009,217400.0
1883,Karlskoga,2010,214500.0
1883,Karlskoga,2011,218200.0
1883,Karlskoga,2012,227000.0
1883,Karlskoga,2013,231400.0
1883,Karlskoga,2014,232200.0
1884,Nora,1999,154500.0
1884,Nora,2000,160600.0
1884,Nora,2001,166000.0
1884,Nora,2002,173500.0
1884,Nora,2003,179700.0
1884,Nora,2004,184100.0
1884,Nora,2005,189600.0
1884,Nora,2006,193100.0
1884,Nora,2007,200800.0
1884,Nora,2008,209500.0
1884,Nora,2009,211100.0
1884,Nora,2010,210700.0
1884,Nora,2011,216300.0
1884,Nora,2012,223100.0
1884,Nora,2013,228700.0
1884,Nora,2014,230400.0
1885,Lindesberg,1999,155900.0
1885,Lindesberg,2000,160200.0
1885,Lindesberg,2001,166400.0
1885,Lindesberg,2002,172900.0
1885,Lindesberg,2003,179800.0
1885,Lindesberg,2004,183400.0
1885,Lindesberg,2005,187300.0
1885,Lindesberg,2006,192000.0
1885,Lindesberg,2007,200400.0
1885,Lindesberg,2008,208400.0
1885,Lindesberg,2009,208100.0
1885,Lindesberg,2010,208200.0
1885,Lindesberg,2011,215100.0
1885,Lindesberg,2012,222700.0
1885,Lindesberg,2013,228400.0
1885,Lindesberg,2014,229800.0
1904,Skinnskatteberg,1999,154600.0
1904,Skinnskatteberg,2000,158000.0
1904,Skinnskatteberg,2001,163600.0
1904,Skinnskatteberg,2002,171900.0
1904,Skinnskatteberg,2003,175900.0
1904,Skinnskatteberg,2004,179000.0
1904,Skinnskatteberg,2005,182300.0
1904,Skinnskatteberg,2006,187500.0
1904,Skinnskatteberg,2007,192900.0
1904,Skinnskatteberg,2008,200400.0
1904,Skinnskatteberg,2009,203200.0
1904,Skinnskatteberg,2010,203500.0
1904,Skinnskatteberg,2011,206200.0
1904,Skinnskatteberg,2012,214700.0
1904,Skinnskatteberg,2013,222500.0
1904,Skinnskatteberg,2014,221700.0
1907,Surahammar,1999,165700.0
1907,Surahammar,2000,171000.0
1907,Surahammar,2001,179400.0
1907,Surahammar,2002,185800.0
1907,Surahammar,2003,191200.0
1907,Surahammar,2004,194200.0
1907,Surahammar,2005,196600.0
1907,Surahammar,2006,201300.0
1907,Surahammar,2007,205900.0
1907,Surahammar,2008,215500.0
1907,Surahammar,2009,218900.0
1907,Surahammar,2010,216400.0
1907,Surahammar,2011,219500.0
1907,Surahammar,2012,226900.0
1907,Surahammar,2013,231300.0
1907,Surahammar,2014,233800.0
1960,Kungsör,1999,161500.0
1960,Kungsör,2000,166800.0
1960,Kungsör,2001,171400.0
1960,Kungsör,2002,177600.0
1960,Kungsör,2003,184000.0
1960,Kungsör,2004,187900.0
1960,Kungsör,2005,193600.0
1960,Kungsör,2006,198200.0
1960,Kungsör,2007,206700.0
1960,Kungsör,2008,213400.0
1960,Kungsör,2009,214400.0
1960,Kungsör,2010,213700.0
1960,Kungsör,2011,219900.0
1960,Kungsör,2012,225200.0
1960,Kungsör,2013,230500.0
1960,Kungsör,2014,232000.0
1961,Hallstahammar,1999,160200.0
1961,Hallstahammar,2000,165000.0
1961,Hallstahammar,2001,170400.0
1961,Hallstahammar,2002,177400.0
1961,Hallstahammar,2003,184900.0
1961,Hallstahammar,2004,187800.0
1961,Hallstahammar,2005,190600.0
1961,Hallstahammar,2006,194500.0
1961,Hallstahammar,2007,200600.0
1961,Hallstahammar,2008,208700.0
1961,Hallstahammar,2009,209800.0
1961,Hallstahammar,2010,209400.0
1961,Hallstahammar,2011,213400.0
1961,Hallstahammar,2012,219600.0
1961,Hallstahammar,2013,225000.0
1961,Hallstahammar,2014,228600.0
1962,Norberg,1999,155000.0
1962,Norberg,2000,159200.0
1962,Norberg,2001,163400.0
1962,Norberg,2002,170600.0
1962,Norberg,2003,177800.0
1962,Norberg,2004,181000.0
1962,Norberg,2005,185300.0
1962,Norberg,2006,191100.0
1962,Norberg,2007,195400.0
1962,Norberg,2008,205200.0
1962,Norberg,2009,208500.0
1962,Norberg,2010,206000.0
1962,Norberg,2011,208200.0
1962,Norberg,2012,217200.0
1962,Norberg,2013,227100.0
1962,Norberg,2014,227700.0
1980,Västerås,1999,163600.0
1980,Västerås,2000,168900.0
1980,Västerås,2001,176200.0
1980,Västerås,2002,183400.0
1980,Västerås,2003,188800.0
1980,Västerås,2004,192900.0
1980,Västerås,2005,196100.0
1980,Västerås,2006,201600.0
1980,Västerås,2007,209200.0
1980,Västerås,2008,218200.0
1980,Västerås,2009,223100.0
1980,Västerås,2010,222900.0
1980,Västerås,2011,228700.0
1980,Västerås,2012,237100.0
1980,Västerås,2013,243600.0
1980,Västerås,2014,248500.0
1981,Sala,1999,150200.0
1981,Sala,2000,155300.0
1981,Sala,2001,161300.0
1981,Sala,2002,166100.0
1981,Sala,2003,171900.0
1981,Sala,2004,175600.0
1981,Sala,2005,178900.0
1981,Sala,2006,185000.0
1981,Sala,2007,192000.0
1981,Sala,2008,200400.0
1981,Sala,2009,205000.0
1981,Sala,2010,206800.0
1981,Sala,2011,212300.0
1981,Sala,2012,219200.0
1981,Sala,2013,225600.0
1981,Sala,2014,228800.0
1982,Fagersta,1999,163700.0
1982,Fagersta,2000,167400.0
1982,Fagersta,2001,173700.0
1982,Fagersta,2002,181300.0
1982,Fagersta,2003,186700.0
1982,Fagersta,2004,191100.0
1982,Fagersta,2005,195100.0
1982,Fagersta,2006,199700.0
1982,Fagersta,2007,207900.0
1982,Fagersta,2008,217100.0
1982,Fagersta,2009,217100.0
1982,Fagersta,2010,215700.0
1982,Fagersta,2011,219900.0
1982,Fagersta,2012,227800.0
1982,Fagersta,2013,235200.0
1982,Fagersta,2014,237000.0
1983,Köping,1999,155600.0
1983,Köping,2000,160800.0
1983,Köping,2001,167900.0
1983,Köping,2002,174600.0
1983,Köping,2003,182600.0
1983,Köping,2004,186600.0
1983,Köping,2005,189200.0
1983,Köping,2006,192400.0
1983,Köping,2007,199400.0
1983,Köping,2008,207700.0
1983,Köping,2009,208500.0
1983,Köping,2010,206200.0
1983,Köping,2011,212500.0
1983,Köping,2012,219600.0
1983,Köping,2013,225500.0
1983,Köping,2014,229400.0
1984,Arboga,1999,157600.0
1984,Arboga,2000,162600.0
1984,Arboga,2001,168800.0
1984,Arboga,2002,175400.0
1984,Arboga,2003,180500.0
1984,Arboga,2004,185000.0
1984,Arboga,2005,189100.0
1984,Arboga,2006,192200.0
1984,Arboga,2007,197100.0
1984,Arboga,2008,205000.0
1984,Arboga,2009,208600.0
1984,Arboga,2010,204800.0
1984,Arboga,2011,208100.0
1984,Arboga,2012,216600.0
1984,Arboga,2013,222000.0
1984,Arboga,2014,223800.0
2021,Vansbro,1999,144200.0
2021,Vansbro,2000,148200.0
2021,Vansbro,2001,152700.0
2021,Vansbro,2002,160800.0
2021,Vansbro,2003,166200.0
2021,Vansbro,2004,168400.0
2021,Vansbro,2005,172300.0
2021,Vansbro,2006,175000.0
2021,Vansbro,2007,178200.0
2021,Vansbro,2008,184000.0
2021,Vansbro,2009,186000.0
2021,Vansbro,2010,188200.0
2021,Vansbro,2011,191100.0
2021,Vansbro,2012,196800.0
2021,Vansbro,2013,202000.0
2021,Vansbro,2014,205500.0
2023,Malung-Sälen,1999,148300.0
2023,Malung-Sälen,2000,151300.0
2023,Malung-Sälen,2001,156400.0
2023,Malung-Sälen,2002,165800.0
2023,Malung-Sälen,2003,172400.0
2023,Malung-Sälen,2004,176500.0
2023,Malung-Sälen,2005,179800.0
2023,Malung-Sälen,2006,186500.0
2023,Malung-Sälen,2007,190000.0
2023,Malung-Sälen,2008,195900.0
2023,Malung-Sälen,2009,198900.0
2023,Malung-Sälen,2010,202200.0
2023,Malung-Sälen,2011,205100.0
2023,Malung-Sälen,2012,210400.0
2023,Malung-Sälen,2013,217000.0
2023,Malung-Sälen,2014,223100.0
2026,Gagnef,1999,151800.0
2026,Gagnef,2000,157100.0
2026,Gagnef,2001,163200.0
2026,Gagnef,2002,170700.0
2026,Gagnef,2003,177100.0
2026,Gagnef,2004,181400.0
2026,Gagnef,2005,185300.0
2026,Gagnef,2006,191400.0
2026,Gagnef,2007,197500.0
2026,Gagnef,2008,204900.0
2026,Gagnef,2009,209300.0
2026,Gagnef,2010,210600.0
2026,Gagnef,2011,218000.0
2026,Gagnef,2012,228100.0
2026,Gagnef,2013,234700.0
2026,Gagnef,2014,239400.0
2029,Leksand,1999,149200.0
2029,Leksand,2000,153600.0
2029,Leksand,2001,161200.0
2029,Leksand,2002,168600.0
2029,Leksand,2003,175100.0
2029,Leksand,2004,180600.0
2029,Leksand,2005,185000.0
2029,Leksand,2006,191100.0
2029,Leksand,2007,196400.0
2029,Leksand,2008,204400.0
2029,Leksand,2009,209600.0
2029,Leksand,2010,211100.0
2029,Leksand,2011,216000.0
2029,Leksand,2012,224300.0
2029,Leksand,2013,231300.0
2029,Leksand,2014,233600.0
2031,Rättvik,1999,141800.0
2031,Rättvik,2000,145700.0
2031,Rättvik,2001,151800.0
2031,Rättvik,2002,158800.0
2031,Rättvik,2003,165900.0
2031,Rättvik,2004,170500.0
2031,Rättvik,2005,174300.0
2031,Rättvik,2006,179400.0
2031,Rättvik,2007,185500.0
2031,Rättvik,2008,192000.0
2031,Rättvik,2009,196500.0
2031,Rättvik,2010,197800.0
2031,Rättvik,2011,200000.0
2031,Rättvik,2012,207700.0
2031,Rättvik,2013,215000.0
2031,Rättvik,2014,217000.0
2034,Orsa,1999,143400.0
2034,Orsa,2000,147200.0
2034,Orsa,2001,150200.0
2034,Orsa,2002,159500.0
2034,Orsa,2003,166400.0
2034,Orsa,2004,169700.0
2034,Orsa,2005,172800.0
2034,Orsa,2006,177000.0
2034,Orsa,2007,180000.0
2034,Orsa,2008,186200.0
2034,Orsa,2009,187600.0
2034,Orsa,2010,187300.0
2034,Orsa,2011,188500.0
2034,Orsa,2012,196800.0
2034,Orsa,2013,201600.0
2034,Orsa,2014,206600.0
2039,Älvdalen,1999,143500.0
2039,Älvdalen,2000,145500.0
2039,Älvdalen,2001,150200.0
2039,Älvdalen,2002,159200.0
2039,Älvdalen,2003,164700.0
2039,Älvdalen,2004,169900.0
2039,Älvdalen,2005,174500.0
2039,Älvdalen,2006,178600.0
2039,Älvdalen,2007,182700.0
2039,Älvdalen,2008,189000.0
2039,Älvdalen,2009,194400.0
2039,Älvdalen,2010,193200.0
2039,Älvdalen,2011,198600.0
2039,Älvdalen,2012,203600.0
2039,Älvdalen,2013,212000.0
2039,Älvdalen,2014,216100.0
2061,Smedjebacken,1999,158900.0
2061,Smedjebacken,2000,164800.0
2061,Smedjebacken,2001,171500.0
2061,Smedjebacken,2002,179600.0
2061,Smedjebacken,2003,186400.0
2061,Smedjebacken,2004,191400.0
2061,Smedjebacken,2005,194300.0
2061,Smedjebacken,2006,199600.0
2061,Smedjebacken,2007,206200.0
2061,Smedjebacken,2008,215900.0
2061,Smedjebacken,2009,218700.0
2061,Smedjebacken,2010,216400.0
2061,Smedjebacken,2011,221600.0
2061,Smedjebacken,2012,231100.0
2061,Smedjebacken,2013,237600.0
2061,Smedjebacken,2014,241100.0
2062,Mora,1999,155100.0
2062,Mora,2000,159700.0
2062,Mora,2001,165400.0
2062,Mora,2002,173700.0
2062,Mora,2003,181400.0
2062,Mora,2004,186100.0
2062,Mora,2005,189400.0
2062,Mora,2006,193600.0
2062,Mora,2007,199700.0
2062,Mora,2008,206200.0
2062,Mora,2009,210500.0
2062,Mora,2010,210300.0
2062,Mora,2011,215900.0
2062,Mora,2012,223000.0
2062,Mora,2013,230900.0
2062,Mora,2014,236100.0
2080,Falun,1999,161000.0
2080,Falun,2000,165800.0
2080,Falun,2001,171700.0
2080,Falun,2002,179600.0
2080,Falun,2003,186800.0
2080,Falun,2004,191500.0
2080,Falun,2005,196200.0
2080,Falun,2006,202600.0
2080,Falun,2007,210000.0
2080,Falun,2008,219100.0
2080,Falun,2009,223500.0
2080,Falun,2010,223500.0
2080,Falun,2011,229900.0
2080,Falun,2012,239400.0
2080,Falun,2013,246000.0
2080,Falun,2014,251100.0
2081,Borlänge,1999,157800.0
2081,Borlänge,2000,162900.0
2081,Borlänge,2001,169800.0
2081,Borlänge,2002,177300.0
2081,Borlänge,2003,184500.0
2081,Borlänge,2004,189500.0
2081,Borlänge,2005,193800.0
2081,Borlänge,2006,198900.0
2081,Borlänge,2007,205700.0
2081,Borlänge,2008,213900.0
2081,Borlänge,2009,217400.0
2081,Borlänge,2010,217600.0
2081,Borlänge,2011,219800.0
2081,Borlänge,2012,227300.0
2081,Borlänge,2013,235000.0
2081,Borlänge,2014,237600.0
2082,Säter,1999,155100.0
2082,Säter,2000,160400.0
2082,Säter,2001,167300.0
2082,Säter,2002,175400.0
2082,Säter,2003,180600.0
2082,Säter,2004,186000.0
2082,Säter,2005,190500.0
2082,Säter,2006,194400.0
2082,Säter,2007,201500.0
2082,Säter,2008,210000.0
2082,Säter,2009,217500.0
2082,Säter,2010,220300.0
2082,Säter,2011,223600.0
2082,Säter,2012,232000.0
2082,Säter,2013,239000.0
2082,Säter,2014,244200.0
2083,Hedemora,1999,152600.0
2083,Hedemora,2000,157200.0
2083,Hedemora,2001,163400.0
2083,Hedemora,2002,170000.0
2083,Hedemora,2003,176300.0
2083,Hedemora,2004,181500.0
2083,Hedemora,2005,184200.0
2083,Hedemora,2006,188800.0
2083,Hedemora,2007,195400.0
2083,Hedemora,2008,202600.0
2083,Hedemora,2009,207400.0
2083,Hedemora,2010,208600.0
2083,Hedemora,2011,213400.0
2083,Hedemora,2012,220300.0
2083,Hedemora,2013,222800.0
2083,Hedemora,2014,227200.0
2084,Avesta,1999,157800.0
2084,Avesta,2000,162400.0
2084,Avesta,2001,168900.0
2084,Avesta,2002,177500.0
2084,Avesta,2003,185500.0
2084,Avesta,2004,189600.0
2084,Avesta,2005,193300.0
2084,Avesta,2006,197800.0
2084,Avesta,2007,202400.0
2084,Avesta,2008,210200.0
2084,Avesta,2009,215000.0
2084,Avesta,2010,216700.0
2084,Avesta,2011,221900.0
2084,Avesta,2012,229300.0
2084,Avesta,2013,235100.0
2084,Avesta,2014,234900.0
2085,Ludvika,1999,156400.0
2085,Ludvika,2000,160800.0
2085,Ludvika,2001,166200.0
2085,Ludvika,2002,173700.0
2085,Ludvika,2003,180400.0
2085,Ludvika,2004,184000.0
2085,Ludvika,2005,187000.0
2085,Ludvika,2006,192900.0
2085,Ludvika,2007,199700.0
2085,Ludvika,2008,207100.0
2085,Ludvika,2009,213800.0
2085,Ludvika,2010,214300.0
2085,Ludvika,2011,217700.0
2085,Ludvika,2012,226300.0
2085,Ludvika,2013,234800.0
2085,Ludvika,2014,236000.0
2101,Ockelbo,1999,144900.0
2101,Ockelbo,2000,150100.0
2101,Ockelbo,2001,156000.0
2101,Ockelbo,2002,163100.0
2101,Ockelbo,2003,170700.0
2101,Ockelbo,2004,174500.0
2101,Ockelbo,2005,178800.0
2101,Ockelbo,2006,184500.0
2101,Ockelbo,2007,190500.0
2101,Ockelbo,2008,198400.0
2101,Ockelbo,2009,202000.0
2101,Ockelbo,2010,202400.0
2101,Ockelbo,2011,204800.0
2101,Ockelbo,2012,211300.0
2101,Ockelbo,2013,219500.0
2101,Ockelbo,2014,219600.0
2104,Hofors,1999,164100.0
2104,Hofors,2000,168400.0
2104,Hofors,2001,173800.0
2104,Hofors,2002,179600.0
2104,Hofors,2003,186300.0
2104,Hofors,2004,189900.0
2104,Hofors,2005,194300.0
2104,Hofors,2006,199700.0
2104,Hofors,2007,204500.0
2104,Hofors,2008,214700.0
2104,Hofors,2009,215800.0
2104,Hofors,2010,217300.0
2104,Hofors,2011,219500.0
2104,Hofors,2012,228200.0
2104,Hofors,2013,233900.0
2104,Hofors,2014,236200.0
2121,Ovanåker,1999,145800.0
2121,Ovanåker,2000,150500.0
2121,Ovanåker,2001,154200.0
2121,Ovanåker,2002,162800.0
2121,Ovanåker,2003,169500.0
2121,Ovanåker,2004,175200.0
2121,Ovanåker,2005,179300.0
2121,Ovanåker,2006,186800.0
2121,Ovanåker,2007,192700.0
2121,Ovanåker,2008,200300.0
2121,Ovanåker,2009,202100.0
2121,Ovanåker,2010,202200.0
2121,Ovanåker,2011,208800.0
2121,Ovanåker,2012,213800.0
2121,Ovanåker,2013,218200.0
2121,Ovanåker,2014,219700.0
2132,Nordanstig,1999,144400.0
2132,Nordanstig,2000,149000.0
2132,Nordanstig,2001,153700.0
2132,Nordanstig,2002,162700.0
2132,Nordanstig,2003,168700.0
2132,Nordanstig,2004,172300.0
2132,Nordanstig,2005,175300.0
2132,Nordanstig,2006,180000.0
2132,Nordanstig,2007,185500.0
2132,Nordanstig,2008,192000.0
2132,Nordanstig,2009,194600.0
2132,Nordanstig,2010,195400.0
2132,Nordanstig,2011,200000.0
2132,Nordanstig,2012,207300.0
2132,Nordanstig,2013,212700.0
2132,Nordanstig,2014,216600.0
2161,Ljusdal,1999,147800.0
2161,Ljusdal,2000,151900.0
2161,Ljusdal,2001,156800.0
2161,Ljusdal,2002,165300.0
2161,Ljusdal,2003,172200.0
2161,Ljusdal,2004,175300.0
2161,Ljusdal,2005,178300.0
2161,Ljusdal,2006,183300.0
2161,Ljusdal,2007,187100.0
2161,Ljusdal,2008,193800.0
2161,Ljusdal,2009,196700.0
2161,Ljusdal,2010,197600.0
2161,Ljusdal,2011,202000.0
2161,Ljusdal,2012,210500.0
2161,Ljusdal,2013,216000.0
2161,Ljusdal,2014,218500.0
2180,Gävle,1999,162500.0
2180,Gävle,2000,167200.0
2180,Gävle,2001,173400.0
2180,Gävle,2002,179700.0
2180,Gävle,2003,186500.0
2180,Gävle,2004,189800.0
2180,Gävle,2005,194600.0
2180,Gävle,2006,200500.0
2180,Gävle,2007,207900.0
2180,Gävle,2008,216500.0
2180,Gävle,2009,221700.0
2180,Gävle,2010,222500.0
2180,Gävle,2011,226400.0
2180,Gävle,2012,232100.0
2180,Gävle,2013,239500.0
2180,Gävle,2014,241800.0
2181,Sandviken,1999,162100.0
2181,Sandviken,2000,167100.0
2181,Sandviken,2001,172600.0
2181,Sandviken,2002,180000.0
2181,Sandviken,2003,188000.0
2181,Sandviken,2004,193200.0
