municipality,name,year,life_expectancy
1447,Gullspång,2005,79.455
1447,Gullspång,2006,79.175
1447,Gullspång,2007,79.985
1447,Gullspång,2008,81.0
1447,Gullspång,2009,80.885
1447,Gullspång,2010,80.565
1447,Gullspång,2011,80.945
1447,Gullspång,2012,80.65
1447,Gullspång,2013,80.095
1452,Tranemo,2000,80.71
1452,Tranemo,2001,81.1
1452,Tranemo,2002,81.21
1452,Tranemo,2003,81.295
1452,Tranemo,2004,81.16
1452,Tranemo,2005,81.15
1452,Tranemo,2006,81.015
1452,Tranemo,2007,81.41
1452,Tranemo,2008,82.105
1452,Tranemo,2009,82.18
1452,Tranemo,2010,81.795
1452,Tranemo,2011,82.845
1452,Tranemo,2012,82.695
1452,Tranemo,2013,82.805
1460,Bengtsfors,2000,80.365
1460,Bengtsfors,2001,80.28
1460,Bengtsfors,2002,80.37
1460,Bengtsfors,2003,80.245
1460,Bengtsfors,2004,79.915
1460,Bengtsfors,2005,80.08
1460,Bengtsfors,2006,79.39
1460,Bengtsfors,2007,79.635
1460,Bengtsfors,2008,79.79
1460,Bengtsfors,2009,80.125
1460,Bengtsfors,2010,80.63
1460,Bengtsfors,2011,80.795
1460,Bengtsfors,2012,80.655
1460,Bengtsfors,2013,80.595
1461,Mellerud,2000,80.25
1461,Mellerud,2001,80.06
1461,Mellerud,2002,79.98
1461,Mellerud,2003,79.845
1461,Mellerud,2004,80.395
1461,Mellerud,2005,79.935
1461,Mellerud,2006,80.17
1461,Mellerud,2007,80.565
1461,Mellerud,2008,80.805
1461,Mellerud,2009,80.14
1461,Mellerud,2010,80.975
1461,Mellerud,2011,81.18
1461,Mellerud,2012,81.285
1461,Mellerud,2013,81.105
1462,Lilla Edet,2000,77.995
1462,Lilla Edet,2001,78.745
1462,Lilla Edet,2002,79.0
1462,Lilla Edet,2003,79.115
1462,Lilla Edet,2004,79.69
1462,Lilla Edet,2005,80.05
1462,Lilla Edet,2006,80.045
1462,Lilla Edet,2007,80.395
1462,Lilla Edet,2008,80.88
1462,Lilla Edet,2009,80.445
1462,Lilla Edet,2010,80.205
1462,Lilla Edet,2011,80.475
1462,Lilla Edet,2012,80.68
1462,Lilla Edet,2013,80.425
1463,Mark,2000,80.39
1463,Mark,2001,80.775
1463,Mark,2002,81.02
1463,Mark,2003,81.235
1463,Mark,2004,81.655
1463,Mark,2005,81.715
1463,Mark,2006,81.655
1463,Mark,2007,81.78
1463,Mark,2008,81.865
1463,Mark,2009,81.975
1463,Mark,2010,82.25
1463,Mark,2011,82.425
1463,Mark,2012,82.44
1463,Mark,2013,82.535
1465,Svenljunga,2000,79.905
1465,Svenljunga,2001,79.775
1465,Svenljunga,2002,79.915
1465,Svenljunga,2003,79.565
1465,Svenljunga,2004,79.165
1465,Svenljunga,2005,79.425
1465,Svenljunga,2006,79.905
1465,Svenljunga,2007,79.895
1465,Svenljunga,2008,80.5
1465,Svenljunga,2009,80.405
1465,Svenljunga,2010,80.48
1465,Svenljunga,2011,80.0
1465,Svenljunga,2012,80.08
1465,Svenljunga,2013,80.23
1466,Herrljunga,2000,80.645
1466,Herrljunga,2001,80.47
1466,Herrljunga,2002,80.86
1466,Herrljunga,2003,80.39
1466,Herrljunga,2004,80.94
1466,Herrljunga,2005,81.14
1466,Herrljunga,2006,81.31
1466,Herrljunga,2007,81.445
1466,Herrljunga,2008,82.27
1466,Herrljunga,2009,82.245
1466,Herrljunga,2010,82.27
1466,Herrljunga,2011,82.065
1466,Herrljunga,2012,82.23
1466,Herrljunga,2013,82.41
1470,Vara,2000,80.255
1470,Vara,2001,80.255
1470,Vara,2002,80.065
1470,Vara,2003,79.84
1470,Vara,2004,80.2
1470,Vara,2005,80.38
1470,Vara,2006,80.155
1470,Vara,2007,80.25
1470,Vara,2008,80.65
1470,Vara,2009,80.495
1470,Vara,2010,80.315
1470,Vara,2011,80.975
1470,Vara,2012,81.215
1470,Vara,2013,81.115
1471,Götene,2000,80.855
1471,Götene,2001,80.635
1471,Götene,2002,81.265
1471,Götene,2003,81.345
1471,Götene,2004,81.285
1471,Götene,2005,81.47
1471,Götene,2006,81.58
1471,Götene,2007,81.73
1471,Götene,2008,81.935
1471,Götene,2009,81.935
1471,Götene,2010,81.9
1471,Götene,2011,81.68
1471,Götene,2012,81.82
1471,Götene,2013,81.7
1472,Tibro,2000,79.79
1472,Tibro,2001,80.625
1472,Tibro,2002,81.09
1472,Tibro,2003,80.725
1472,Tibro,2004,80.885
1472,Tibro,2005,81.32
1472,Tibro,2006,81.565
1472,Tibro,2007,81.515
1472,Tibro,2008,82.07
1472,Tibro,2009,81.76
1472,Tibro,2010,81.675
1472,Tibro,2011,81.335
1472,Tibro,2012,81.475
1472,Tibro,2013,81.43
1473,Töreboda,2000,78.65
1473,Töreboda,2001,79.205
1473,Töreboda,2002,80.12
1473,Töreboda,2003,80.29
1473,Töreboda,2004,79.68
1473,Töreboda,2005,80.145
1473,Töreboda,2006,80.02
1473,Töreboda,2007,79.565
1473,Töreboda,2008,79.425
1473,Töreboda,2009,80.14
1473,Töreboda,2010,79.985
1473,Töreboda,2011,80.42
1473,Töreboda,2012,80.905
1473,Töreboda,2013,81.455
1480,Göteborg,2000,78.855
1480,Göteborg,2001,79.22
1480,Göteborg,2002,79.47
1480,Göteborg,2003,79.6
1480,Göteborg,2004,79.85
1480,Göteborg,2005,80.025
1480,Göteborg,2006,80.25
1480,Göteborg,2007,80.495
1480,Göteborg,2008,80.68
1480,Göteborg,2009,80.845
1480,Göteborg,2010,81.035
1480,Göteborg,2011,81.155
1480,Göteborg,2012,81.285
1480,Göteborg,2013,81.47
1481,Mölndal,2000,80.245
1481,Mölndal,2001,80.12
1481,Mölndal,2002,80.385
1481,Mölndal,2003,80.61
1481,Mölndal,2004,80.66
1481,Mölndal,2005,80.945
1481,Mölndal,2006,81.165
1481,Mölndal,2007,81.315
1481,Mölndal,2008,81.495
1481,Mölndal,2009,81.78
1481,Mölndal,2010,81.99
1481,Mölndal,2011,82.075
1481,Mölndal,2012,82.35
1481,Mölndal,2013,82.225
1482,Kungälv,2000,81.1
1482,Kungälv,2001,81.21
1482,Kungälv,2002,81.29
1482,Kungälv,2003,81.035
1482,Kungälv,2004,81.38
1482,Kungälv,2005,81.75
1482,Kungälv,2006,81.88
1482,Kungälv,2007,82.29
1482,Kungälv,2008,82.665
1482,Kungälv,2009,82.97
1482,Kungälv,2010,83.16
1482,Kungälv,2011,83.435
1482,Kungälv,2012,83.64
1482,Kungälv,2013,83.6
1484,Lysekil,2000,80.575
1484,Lysekil,2001,80.32
1484,Lysekil,2002,80.695
1484,Lysekil,2003,80.66
1484,Lysekil,2004,80.785
1484,Lysekil,2005,80.99
1484,Lysekil,2006,80.89
1484,Lysekil,2007,80.745
1484,Lysekil,2008,81.46
1484,Lysekil,2009,81.19
1484,Lysekil,2010,81.21
1484,Lysekil,2011,81.51
1484,Lysekil,2012,82.11
1484,Lysekil,2013,82.185
1485,Uddevalla,2000,79.91
1485,Uddevalla,2001,80.005
1485,Uddevalla,2002,79.96
1485,Uddevalla,2003,80.605
1485,Uddevalla,2004,80.425
1485,Uddevalla,2005,80.435
1485,Uddevalla,2006,80.59
1485,Uddevalla,2007,80.715
1485,Uddevalla,2008,80.885
1485,Uddevalla,2009,81.53
1485,Uddevalla,2010,81.67
1485,Uddevalla,2011,81.67
1485,Uddevalla,2012,81.965
1485,Uddevalla,2013,81.82
1486,Strömstad,2000,79.525
1486,Strömstad,2001,79.46
1486,Strömstad,2002,79.24
1486,Strömstad,2003,78.945
1486,Strömstad,2004,78.72
1486,Strömstad,2005,79.535
1486,Strömstad,2006,79.66
1486,Strömstad,2007,80.37
1486,Strömstad,2008,80.52
1486,Strömstad,2009,80.94
1486,Strömstad,2010,81.205
1486,Strömstad,2011,81.26
1486,Strömstad,2012,81.475
1486,Strömstad,2013,81.9
1487,Vänersborg,2000,79.64
1487,Vänersborg,2001,79.96
1487,Vänersborg,2002,80.175
1487,Vänersborg,2003,80.36
1487,Vänersborg,2004,80.57
1487,Vänersborg,2005,81.015
1487,Vänersborg,2006,81.015
1487,Vänersborg,2007,80.96
1487,Vänersborg,2008,81.015
1487,Vänersborg,2009,81.195
1487,Vänersborg,2010,81.12
1487,Vänersborg,2011,81.255
1487,Vänersborg,2012,81.415
1487,Vänersborg,2013,81.64
1488,Trollhättan,2000,79.715
1488,Trollhättan,2001,79.705
1488,Trollhättan,2002,79.96
1488,Trollhättan,2003,80.165
1488,Trollhättan,2004,80.355
1488,Trollhättan,2005,80.59
1488,Trollhättan,2006,80.785
1488,Trollhättan,2007,80.615
1488,Trollhättan,2008,80.395
1488,Trollhättan,2009,80.52
1488,Trollhättan,2010,80.585
1488,Trollhättan,2011,80.73
1488,Trollhättan,2012,81.075
1488,Trollhättan,2013,81.32
1489,Alingsås,2000,79.89
1489,Alingsås,2001,79.915
1489,Alingsås,2002,80.26
1489,Alingsås,2003,80.27
1489,Alingsås,2004,80.705
1489,Alingsås,2005,80.585
1489,Alingsås,2006,80.845
1489,Alingsås,2007,81.035
1489,Alingsås,2008,81.285
1489,Alingsås,2009,81.285
1489,Alingsås,2010,81.55
1489,Alingsås,2011,81.92
1489,Alingsås,2012,82.14
1489,Alingsås,2013,82.4
1490,Borås,2000,79.85
1490,Borås,2001,80.09
1490,Borås,2002,80.255
1490,Borås,2003,80.395
1490,Borås,2004,80.535
1490,Borås,2005,80.695
1490,Borås,2006,80.65
1490,Borås,2007,80.78
1490,Borås,2008,80.945
1490,Borås,2009,81.06
1490,Borås,2010,81.24
1490,Borås,2011,81.535
1490,Borås,2012,81.76
1490,Borås,2013,82.04
1491,Ulricehamn,2000,81.175
1491,Ulricehamn,2001,81.37
1491,Ulricehamn,2002,81.4
1491,Ulricehamn,2003,81.44
1491,Ulricehamn,2004,81.11
1491,Ulricehamn,2005,81.52
1491,Ulricehamn,2006,81.715
1491,Ulricehamn,2007,82.045
1491,Ulricehamn,2008,81.86
1491,Ulricehamn,2009,82.265
1491,Ulricehamn,2010,82.445
1491,Ulricehamn,2011,82.585
1491,Ulricehamn,2012,82.12
1491,Ulricehamn,2013,82.39
1492,Åmål,2000,80.575
1492,Åmål,2001,80.215
1492,Åmål,2002,79.89
1492,Åmål,2003,80.02
1492,Åmål,2004,80.06
1492,Åmål,2005,80.08
1492,Åmål,2006,80.4
1492,Åmål,2007,80.42
1492,Åmål,2008,80.895
1492,Åmål,2009,81.235
1492,Åmål,2010,81.205
1492,Åmål,2011,81.5
1492,Åmål,2012,81.75
1492,Åmål,2013,81.88
1493,Mariestad,2000,79.995
1493,Mariestad,2001,80.26
1493,Mariestad,2002,79.905
1493,Mariestad,2003,79.99
1493,Mariestad,2004,80.185
1493,Mariestad,2005,80.115
1493,Mariestad,2006,80.265
1493,Mariestad,2007,80.46
1493,Mariestad,2008,80.765
1493,Mariestad,2009,81.115
1493,Mariestad,2010,81.44
1493,Mariestad,2011,81.525
1493,Mariestad,2012,81.92
1493,Mariestad,2013,81.89
1494,Lidköping,2000,80.125
1494,Lidköping,2001,80.13
1494,Lidköping,2002,80.2
1494,Lidköping,2003,80.49
1494,Lidköping,2004,80.76
1494,Lidköping,2005,81.01
1494,Lidköping,2006,81.115
1494,Lidköping,2007,81.09
1494,Lidköping,2008,81.0
1494,Lidköping,2009,81.32
1494,Lidköping,2010,81.51
1494,Lidköping,2011,81.78
1494,Lidköping,2012,82.165
1494,Lidköping,2013,82.685
1495,Skara,2000,79.645
1495,Skara,2001,79.68
1495,Skara,2002,80.22
1495,Skara,2003,80.105
1495,Skara,2004,81.075
1495,Skara,2005,81.155
1495,Skara,2006,81.32
1495,Skara,2007,81.28
1495,Skara,2008,81.445
1495,Skara,2009,80.955
1495,Skara,2010,81.015
1495,Skara,2011,81.235
1495,Skara,2012,81.4
1495,Skara,2013,81.415
1496,Skövde,2000,80.58
1496,Skövde,2001,80.43
1496,Skövde,2002,80.45
1496,Skövde,2003,80.45
1496,Skövde,2004,80.505
1496,Skövde,2005,80.435
1496,Skövde,2006,80.63
1496,Skövde,2007,80.865
1496,Skövde,2008,81.145
1496,Skövde,2009,81.51
1496,Skövde,2010,81.72
1496,Skövde,2011,82.06
1496,Skövde,2012,82.135
1496,Skövde,2013,82.26
1497,Hjo,2000,80.545
1497,Hjo,2001,79.99
1497,Hjo,2002,79.595
1497,Hjo,2003,79.345
1497,Hjo,2004,79.61
1497,Hjo,2005,79.885
1497,Hjo,2006,80.57
1497,Hjo,2007,81.635
1497,Hjo,2008,82.3
1497,Hjo,2009,81.845
1497,Hjo,2010,81.47
1497,Hjo,2011,81.18
1497,Hjo,2012,81.55
1497,Hjo,2013,81.755
1498,Tidaholm,2000,79.905
1498,Tidaholm,2001,80.32
1498,Tidaholm,2002,80.15
1498,Tidaholm,2003,80.395
1498,Tidaholm,2004,81.01
1498,Tidaholm,2005,80.975
1498,Tidaholm,2006,80.91
1498,Tidaholm,2007,81.53
1498,Tidaholm,2008,81.405
1498,Tidaholm,2009,81.235
1498,Tidaholm,2010,81.44
1498,Tidaholm,2011,81.845
1498,Tidaholm,2012,81.635
1498,Tidaholm,2013,82.03
1499,Falköping,2000,80.235
1499,Falköping,2001,80.105
1499,Falköping,2002,80.345
1499,Falköping,2003,80.24
1499,Falköping,2004,80.67
1499,Falköping,2005,81.015
1499,Falköping,2006,81.2
1499,Falköping,2007,81.255
1499,Falköping,2008,81.03
1499,Falköping,2009,81.365
1499,Falköping,2010,81.35
1499,Falköping,2011,81.475
1499,Falköping,2012,81.695
1499,Falköping,2013,81.96
1715,Kil,2000,80.285
1715,Kil,2001,79.875
1715,Kil,2002,80.75
1715,Kil,2003,80.835
1715,Kil,2004,81.15
1715,Kil,2005,80.88
1715,Kil,2006,81.205
1715,Kil,2007,81.545
1715,Kil,2008,81.745
1715,Kil,2009,81.86
1715,Kil,2010,82.34
1715,Kil,2011,82.715
1715,Kil,2012,82.635
1715,Kil,2013,82.84
1730,Eda,2000,78.255
1730,Eda,2001,78.91
1730,Eda,2002,79.29
1730,Eda,2003,80.16
1730,Eda,2004,79.815
1730,Eda,2005,80.24
1730,Eda,2006,79.725
1730,Eda,2007,80.245
1730,Eda,2008,80.175
1730,Eda,2009,80.665
1730,Eda,2010,80.835
1730,Eda,2011,81.745
1730,Eda,2012,81.26
1730,Eda,2013,81.515
1737,Torsby,2000,77.305
1737,Torsby,2001,77.505
1737,Torsby,2002,77.84
1737,Torsby,2003,78.165
1737,Torsby,2004,78.615
1737,Torsby,2005,78.92
1737,Torsby,2006,79.105
1737,Torsby,2007,78.79
1737,Torsby,2008,79.32
1737,Torsby,2009,79.575
1737,Torsby,2010,79.435
1737,Torsby,2011,79.695
1737,Torsby,2012,80.52
1737,Torsby,2013,80.645
1760,Storfors,2000,78.805
1760,Storfors,2001,79.04
1760,Storfors,2002,79.93
1760,Storfors,2003,79.88
1760,Storfors,2004,80.01
1760,Storfors,2005,79.975
1760,Storfors,2006,80.76
1760,Storfors,2007,79.605
1760,Storfors,2008,80.265
1760,Storfors,2009,80.805
1760,Storfors,2010,81.245
1760,Storfors,2011,81.34
1760,Storfors,2012,81.985
1760,Storfors,2013,81.375
1761,Hammarö,2000,79.035
1761,Hammarö,2001,79.58
1761,Hammarö,2002,79.985
1761,Hammarö,2003,80.005
1761,Hammarö,2004,80.295
1761,Hammarö,2005,80.615
1761,Hammarö,2006,80.795
1761,Hammarö,2007,80.805
1761,Hammarö,2008,81.09
1761,Hammarö,2009,81.275
1761,Hammarö,2010,81.45
1761,Hammarö,2011,81.4
1761,Hammarö,2012,81.54
1761,Hammarö,2013,82.005
1762,Munkfors,2000,77.055
1762,Munkfors,2001,76.93
1762,Munkfors,2002,77.99
1762,Munkfors,2003,78.22
1762,Munkfors,2004,78.235
1762,Munkfors,2005,78.345
1762,Munkfors,2006,78.745
1762,Munkfors,2007,79.375
1762,Munkfors,2008,79.47
1762,Munkfors,2009,80.005
1762,Munkfors,2010,79.95
1762,Munkfors,2011,80.72
1762,Munkfors,2012,80.99
1762,Munkfors,2013,79.27
1763,Forshaga,2000,79.21
1763,Forshaga,2001,79.665
1763,Forshaga,2002,80.345
1763,Forshaga,2003,80.19
1763,Forshaga,2004,80.84
1763,Forshaga,2005,80.575
1763,Forshaga,2006,81.115
1763,Forshaga,2007,80.98
1763,Forshaga,2008,81.505
1763,Forshaga,2009,81.735
1763,Forshaga,2010,81.895
1763,Forshaga,2011,81.12
1763,Forshaga,2012,81.185
1763,Forshaga,2013,81.065
1764,Grums,2000,79.585
1764,Grums,2001,79.98
1764,Grums,2002,79.87
1764,Grums,2003,80.255
1764,Grums,2004,80.07
1764,Grums,2005,80.43
1764,Grums,2006,80.17
1764,Grums,2007,80.055
1764,Grums,2008,79.94
1764,Grums,2009,80.1
1764,Grums,2010,79.74
1764,Grums,2011,79.395
1764,Grums,2012,80.05
1764,Grums,2013,79.52
1765,Årjäng,2000,78.69
1765,Årjäng,2001,78.7
1765,Årjäng,2002,79.27
1765,Årjäng,2003,79.455
1765,Årjäng,2004,79.575
1765,Årjäng,2005,80.055
1765,Årjäng,2006,80.52
1765,Årjäng,2007,80.28
1765,Årjäng,2008,80.465
1765,Årjäng,2009,80.92
1765,Årjäng,2010,81.06
1765,Årjäng,2011,81.11
1765,Årjäng,2012,81.46
1765,Årjäng,2013,81.44
1766,Sunne,2000,78.38
1766,Sunne,2001,79.195
1766,Sunne,2002,79.695
1766,Sunne,2003,79.95
1766,Sunne,2004,80.085
1766,Sunne,2005,80.06
1766,Sunne,2006,79.91
1766,Sunne,2007,80.115
1766,Sunne,2008,80.61
1766,Sunne,2009,80.505
1766,Sunne,2010,80.785
1766,Sunne,2011,80.81
1766,Sunne,2012,81.19
1766,Sunne,2013,80.985
1780,Karlstad,2000,79.62
1780,Karlstad,2001,79.88
1780,Karlstad,2002,80.195
1780,Karlstad,2003,80.37
1780,Karlstad,2004,80.39
1780,Karlstad,2005,80.74
1780,Karlstad,2006,80.74
1780,Karlstad,2007,80.735
1780,Karlstad,2008,80.94
1780,Karlstad,2009,81.205
1780,Karlstad,2010,81.365
1780,Karlstad,2011,81.685
1780,Karlstad,2012,82.225
1780,Karlstad,2013,82.305
1781,Kristinehamn,2000,78.605
1781,Kristinehamn,2001,78.71
1781,Kristinehamn,2002,78.995
1781,Kristinehamn,2003,79.255
1781,Kristinehamn,2004,79.535
1781,Kristinehamn,2005,79.37
1781,Kristinehamn,2006,79.55
1781,Kristinehamn,2007,79.475
1781,Kristinehamn,2008,79.485
1781,Kristinehamn,2009,79.955
1781,Kristinehamn,2010,80.58
1781,Kristinehamn,2011,80.975
1781,Kristinehamn,2012,81.515
1781,Kristinehamn,2013,81.45
1782,Filipstad,2000,78.1
1782,Filipstad,2001,78.115
1782,Filipstad,2002,78.22
1782,Filipstad,2003,78.46
1782,Filipstad,2004,79.23
1782,Filipstad,2005,79.23
1782,Filipstad,2006,79.19
1782,Filipstad,2007,78.745
1782,Filipstad,2008,79.05
1782,Filipstad,2009,79.78
1782,Filipstad,2010,80.14
1782,Filipstad,2011,80.655
1782,Filipstad,2012,81.18
1782,Filipstad,2013,80.675
1783,Hagfors,2000,78.465
1783,Hagfors,2001,78.13
1783,Hagfors,2002,78.355
1783,Hagfors,2003,78.17
1783,Hagfors,2004,79.18
1783,Hagfors,2005,79.0
1783,Hagfors,2006,79.365
1783,Hagfors,2007,79.28
1783,Hagfors,2008,79.485
1783,Hagfors,2009,79.03
1783,Hagfors,2010,79.29
1783,Hagfors,2011,79.44
1783,Hagfors,2012,79.31
1783,Hagfors,2013,79.85
1784,Arvika,2000,79.08
1784,Arvika,2001,79.145
1784,Arvika,2002,79.41
1784,Arvika,2003,79.205
1784,Arvika,2004,79.34
1784,Arvika,2005,78.955
1784,Arvika,2006,79.155
1784,Arvika,2007,79.115
1784,Arvika,2008,79.725
1784,Arvika,2009,79.975
1784,Arvika,2010,80.575
1784,Arvika,2011,80.585
1784,Arvika,2012,80.95
1784,Arvika,2013,81.0
1785,Säffle,2000,79.505
1785,Säffle,2001,79.545
1785,Säffle,2002,79.54
1785,Säffle,2003,79.44
1785,Säffle,2004,79.44
1785,Säffle,2005,79.955
1785,Säffle,2006,80.19
1785,Säffle,2007,80.59
1785,Säffle,2008,80.915
1785,Säffle,2009,81.535
1785,Säffle,2010,81.095
1785,Säffle,2011,81.255
1785,Säffle,2012,81.44
1785,Säffle,2013,81.645
1814,Lekeberg,2000,80.46
1814,Lekeberg,2001,80.41
1814,Lekeberg,2002,80.55
1814,Lekeberg,2003,81.29
1814,Lekeberg,2004,81.505
1814,Lekeberg,2005,81.895
1814,Lekeberg,2006,81.88
1814,Lekeberg,2007,82.39
1814,Lekeberg,2008,82.235
1814,Lekeberg,2009,81.895
1814,Lekeberg,2010,81.785
1814,Lekeberg,2011,81.695
1814,Lekeberg,2012,81.955
1814,Lekeberg,2013,81.445
1860,Laxå,2000,79.625
1860,Laxå,2001,80.24
1860,Laxå,2002,80.42
1860,Laxå,2003,80.26
1860,Laxå,2004,80.31
1860,Laxå,2005,80.02
1860,Laxå,2006,80.115
1860,Laxå,2007,79.935
1860,Laxå,2008,80.285
1860,Laxå,2009,80.44
1860,Laxå,2010,80.645
1860,Laxå,2011,80.955
1860,Laxå,2012,81.395
1860,Laxå,2013,81.345
1861,Hallsberg,2000,78.775
1861,Hallsberg,2001,78.595
1861,Hallsberg,2002,78.465
1861,Hallsberg,2003,78.39
1861,Hallsberg,2004,78.545
1861,Hallsberg,2005,78.775
1861,Hallsberg,2006,79.23
1861,Hallsberg,2007,79.835
1861,Hallsberg,2008,80.73
1861,Hallsberg,2009,80.675
1861,Hallsberg,2010,80.705
1861,Hallsberg,2011,81.11
1861,Hallsberg,2012,81.145
1861,Hallsberg,2013,81.035
1862,Degerfors,2000,79.35
1862,Degerfors,2001,79.85
1862,Degerfors,2002,79.58
1862,Degerfors,2003,79.61
1862,Degerfors,2004,79.695
1862,Degerfors,2005,80.085
1862,Degerfors,2006,80.255
1862,Degerfors,2007,80.03
1862,Degerfors,2008,79.83
1862,Degerfors,2009,79.905
1862,Degerfors,2010,79.61
1862,Degerfors,2011,79.33
1862,Degerfors,2012,80.22
1862,Degerfors,2013,80.475
1863,Hällefors,2000,78.335
1863,Hällefors,2001,78.7
1863,Hällefors,2002,78.665
1863,Hällefors,2003,79.045
1863,Hällefors,2004,80.08
1863,Hällefors,2005,80.515
1863,Hällefors,2006,81.205
1863,Hällefors,2007,80.915
1863,Hällefors,2008,81.23
1863,Hällefors,2009,80.97
1863,Hällefors,2010,80.64
1863,Hällefors,2011,80.245
1863,Hällefors,2012,79.935
1863,Hällefors,2013,79.44
1864,Ljusnarsberg,2000,76.835
1864,Ljusnarsberg,2001,77.16
1864,Ljusnarsberg,2002,77.535
1864,Ljusnarsberg,2003,77.76
1864,Ljusnarsberg,2004,77.955
1864,Ljusnarsberg,2005,78.505
1864,Ljusnarsberg,2006,79.18
1864,Ljusnarsberg,2007,78.86
1864,Ljusnarsberg,2008,78.485
1864,Ljusnarsberg,2009,78.37
1864,Ljusnarsberg,2010,78.03
1864,Ljusnarsberg,2011,77.695
1864,Ljusnarsberg,2012,78.63
1864,Ljusnarsberg,2013,79.345
1880,Örebro,2000,79.66
1880,Örebro,2001,79.855
1880,Örebro,2002,80.05
1880,Örebro,2003,80.3
1880,Örebro,2004,80.43
1880,Örebro,2005,80.785
1880,Örebro,2006,81.01
1880,Örebro,2007,81.07
1880,Örebro,2008,81.24
1880,Örebro,2009,81.38
1880,Örebro,2010,81.595
1880,Örebro,2011,81.475
1880,Örebro,2012,81.825
1880,Örebro,2013,82.065
1881,Kumla,2000,78.72
1881,Kumla,2001,78.625
1881,Kumla,2002,78.64
1881,Kumla,2003,79.12
1881,Kumla,2004,79.6
1881,Kumla,2005,79.805
1881,Kumla,2006,80.255
1881,Kumla,2007,80.56
1881,Kumla,2008,80.725
1881,Kumla,2009,80.91
1881,Kumla,2010,81.13
1881,Kumla,2011,81.335
1881,Kumla,2012,81.765
1881,Kumla,2013,81.655
1882,Askersund,2000,79.655
1882,Askersund,2001,79.975
1882,Askersund,2002,80.07
1882,Askersund,2003,80.255
1882,Askersund,2004,80.355
1882,Askersund,2005,80.635
1882,Askersund,2006,80.545
1882,Askersund,2007,80.325
1882,Askersund,2008,80.98
1882,Askersund,2009,81.11
1882,Askersund,2010,81.48
1882,Askersund,2011,81.505
1882,Askersund,2012,81.625
1882,Askersund,2013,80.93
1883,Karlskoga,2000,78.73
1883,Karlskoga,2001,79.205
1883,Karlskoga,2002,79.53
1883,Karlskoga,2003,79.625
1883,Karlskoga,2004,80.055
1883,Karlskoga,2005,80.35
1883,Karlskoga,2006,80.34
1883,Karlskoga,2007,80.39
1883,Karlskoga,2008,80.73
1883,Karlskoga,2009,80.67
1883,Karlskoga,2010,80.545
1883,Karlskoga,2011,80.715
1883,Karlskoga,2012,80.7
1883,Karlskoga,2013,80.365
1884,Nora,2000,79.52
1884,Nora,2001,79.495
1884,Nora,2002,79.435
1884,Nora,2003,79.465
1884,Nora,2004,79.47
1884,Nora,2005,79.7
1884,Nora,2006,80.195
1884,Nora,2007,80.845
1884,Nora,2008,81.105
1884,Nora,2009,81.315
1884,Nora,2010,81.53
1884,Nora,2011,81.69
1884,Nora,2012,81.565
1884,Nora,2013,81.655
1885,Lindesberg,2000,79.565
1885,Lindesberg,2001,79.595
1885,Lindesberg,2002,80.335
1885,Lindesberg,2003,80.14
1885,Lindesberg,2004,80.145
1885,Lindesberg,2005,80.37
1885,Lindesberg,2006,80.53
1885,Lindesberg,2007,80.035
1885,Lindesberg,2008,80.145
1885,Lindesberg,2009,80.435
1885,Lindesberg,2010,80.055
1885,Lindesberg,2011,79.985
1885,Lindesberg,2012,80.415
1885,Lindesberg,2013,80.63
1904,Skinnskatteberg,2000,79.835
1904,Skinnskatteberg,2001,80.69
1904,Skinnskatteberg,2002,80.26
1904,Skinnskatteberg,2003,80.015
1904,Skinnskatteberg,2004,79.88
1904,Skinnskatteberg,2005,80.475
1904,Skinnskatteberg,2006,79.815
1904,Skinnskatteberg,2007,80.645
1904,Skinnskatteberg,2008,80.245
1904,Skinnskatteberg,2009,80.545
1904,Skinnskatteberg,2010,80.27
1904,Skinnskatteberg,2011,80.9
1904,Skinnskatteberg,2012,81.17
1904,Skinnskatteberg,2013,81.135
1907,Surahammar,2000,79.085
1907,Surahammar,2001,79.185
1907,Surahammar,2002,79.58
1907,Surahammar,2003,80.025
1907,Surahammar,2004,79.845
1907,Surahammar,2005,79.935
1907,Surahammar,2006,79.91
1907,Surahammar,2007,79.95
1907,Surahammar,2008,80.025
1907,Surahammar,2009,80.63
1907,Surahammar,2010,81.035
1907,Surahammar,2011,81.06
1907,Surahammar,2012,80.775
1907,Surahammar,2013,80.14
1960,Kungsör,2000,80.585
1960,Kungsör,2001,80.225
1960,Kungsör,2002,80.555
1960,Kungsör,2003,80.505
1960,Kungsör,2004,80.215
1960,Kungsör,2005,79.795
1960,Kungsör,2006,80.395
1960,Kungsör,2007,80.715
1960,Kungsör,2008,81.355
1960,Kungsör,2009,81.72
1960,Kungsör,2010,81.975
1960,Kungsör,2011,81.985
1960,Kungsör,2012,81.705
1960,Kungsör,2013,82.05
1961,Hallstahammar,2000,78.065
1961,Hallstahammar,2001,78.33
1961,Hallstahammar,2002,78.7
1961,Hallstahammar,2003,79.1
1961,Hallstahammar,2004,79.455
1961,Hallstahammar,2005,79.89
1961,Hallstahammar,2006,80.11
1961,Hallstahammar,2007,80.23
1961,Hallstahammar,2008,80.4
1961,Hallstahammar,2009,80.685
1961,Hallstahammar,2010,80.585
1961,Hallstahammar,2011,80.585
1961,Hallstahammar,2012,80.45
1961,Hallstahammar,2013,80.365
