municipality,name,year,life_expectancy
1962,Norberg,2000,79.17
1962,Norberg,2001,79.425
1962,Norberg,2002,79.47
1962,Norberg,2003,80.185
1962,Norberg,2004,80.125
1962,Norberg,2005,80.805
1962,Norberg,2006,80.945
1962,Norberg,2007,81.245
1962,Norberg,2008,81.105
1962,Norberg,2009,82.005
1962,Norberg,2010,81.625
1962,Norberg,2011,81.61
1962,Norberg,2012,81.645
1962,Norberg,2013,81.41
1980,Västerås,2000,79.85
1980,Västerås,2001,79.99
1980,Västerås,2002,80.205
1980,Västerås,2003,80.375
1980,Västerås,2004,80.47
1980,Västerås,2005,80.765
1980,Västerås,2006,80.86
1980,Västerås,2007,80.935
1980,Västerås,2008,81.31
1980,Västerås,2009,81.69
1980,Västerås,2010,81.845
1980,Västerås,2011,82.125
1980,Västerås,2012,82.405
1980,Västerås,2013,82.53
1981,Sala,2000,79.46
1981,Sala,2001,79.51
1981,Sala,2002,79.48
1981,Sala,2003,79.765
1981,Sala,2004,80.24
1981,Sala,2005,80.405
1981,Sala,2006,80.7
1981,Sala,2007,81.0
1981,Sala,2008,81.215
1981,Sala,2009,81.165
1981,Sala,2010,81.305
1981,Sala,2011,81.6
1981,Sala,2012,81.86
1981,Sala,2013,82.27
1982,Fagersta,2000,78.385
1982,Fagersta,2001,78.195
1982,Fagersta,2002,78.435
1982,Fagersta,2003,78.325
1982,Fagersta,2004,78.32
1982,Fagersta,2005,79.745
1982,Fagersta,2006,80.065
1982,Fagersta,2007,79.81
1982,Fagersta,2008,79.785
1982,Fagersta,2009,79.825
1982,Fagersta,2010,79.6
1982,Fagersta,2011,79.645
1982,Fagersta,2012,80.01
1982,Fagersta,2013,80.48
1983,Köping,2000,78.825
1983,Köping,2001,79.405
1983,Köping,2002,79.645
1983,Köping,2003,80.005
1983,Köping,2004,79.97
1983,Köping,2005,80.09
1983,Köping,2006,80.095
1983,Köping,2007,79.855
1983,Köping,2008,80.145
1983,Köping,2009,80.32
1983,Köping,2010,80.785
1983,Köping,2011,81.015
1983,Köping,2012,81.68
1983,Köping,2013,81.77
1984,Arboga,2000,79.785
1984,Arboga,2001,79.99
1984,Arboga,2002,79.865
1984,Arboga,2003,79.805
1984,Arboga,2004,80.415
1984,Arboga,2005,80.67
1984,Arboga,2006,80.305
1984,Arboga,2007,80.595
1984,Arboga,2008,80.955
1984,Arboga,2009,80.705
1984,Arboga,2010,80.44
1984,Arboga,2011,80.53
1984,Arboga,2012,80.595
1984,Arboga,2013,80.725
2021,Vansbro,2000,79.67
2021,Vansbro,2001,80.025
2021,Vansbro,2002,79.925
2021,Vansbro,2003,79.545
2021,Vansbro,2004,79.14
2021,Vansbro,2005,79.155
2021,Vansbro,2006,79.22
2021,Vansbro,2007,79.045
2021,Vansbro,2008,79.03
2021,Vansbro,2009,80.22
2021,Vansbro,2010,80.285
2021,Vansbro,2011,80.715
2021,Vansbro,2012,81.095
2021,Vansbro,2013,81.595
2023,Malung-Sälen,2000,78.63
2023,Malung-Sälen,2001,78.665
2023,Malung-Sälen,2002,78.875
2023,Malung-Sälen,2003,78.825
2023,Malung-Sälen,2004,79.37
2023,Malung-Sälen,2005,79.45
2023,Malung-Sälen,2006,79.6
2023,Malung-Sälen,2007,79.985
2023,Malung-Sälen,2008,79.96
2023,Malung-Sälen,2009,80.165
2023,Malung-Sälen,2010,80.19
2023,Malung-Sälen,2011,80.625
2023,Malung-Sälen,2012,80.7
2023,Malung-Sälen,2013,80.97
2026,Gagnef,2000,80.835
2026,Gagnef,2001,80.625
2026,Gagnef,2002,80.35
2026,Gagnef,2003,80.2
2026,Gagnef,2004,80.425
2026,Gagnef,2005,80.795
2026,Gagnef,2006,80.855
2026,Gagnef,2007,81.075
2026,Gagnef,2008,81.175
2026,Gagnef,2009,81.695
2026,Gagnef,2010,81.87
2026,Gagnef,2011,82.25
2026,Gagnef,2012,83.01
2026,Gagnef,2013,82.98
2029,Leksand,2000,80.445
2029,Leksand,2001,80.68
2029,Leksand,2002,80.385
2029,Leksand,2003,80.665
2029,Leksand,2004,80.81
2029,Leksand,2005,81.3
2029,Leksand,2006,82.095
2029,Leksand,2007,82.35
2029,Leksand,2008,82.985
2029,Leksand,2009,82.93
2029,Leksand,2010,82.875
2029,Leksand,2011,82.555
2029,Leksand,2012,82.605
2029,Leksand,2013,82.445
2031,Rättvik,2000,79.935
2031,Rättvik,2001,80.085
2031,Rättvik,2002,80.855
2031,Rättvik,2003,81.125
2031,Rättvik,2004,81.33
2031,Rättvik,2005,81.255
2031,Rättvik,2006,81.43
2031,Rättvik,2007,81.565
2031,Rättvik,2008,81.675
2031,Rättvik,2009,82.19
2031,Rättvik,2010,82.315
2031,Rättvik,2011,82.6
2031,Rättvik,2012,82.7
2031,Rättvik,2013,82.36
2034,Orsa,2000,79.38
2034,Orsa,2001,79.48
2034,Orsa,2002,80.22
2034,Orsa,2003,80.75
2034,Orsa,2004,81.035
2034,Orsa,2005,81.32
2034,Orsa,2006,81.585
2034,Orsa,2007,81.145
2034,Orsa,2008,81.425
2034,Orsa,2009,81.08
2034,Orsa,2010,79.965
2034,Orsa,2011,80.43
2034,Orsa,2012,81.005
2034,Orsa,2013,81.24
2039,Älvdalen,2000,79.06
2039,Älvdalen,2001,79.37
2039,Älvdalen,2002,79.485
2039,Älvdalen,2003,79.405
2039,Älvdalen,2004,79.03
2039,Älvdalen,2005,78.7
2039,Älvdalen,2006,78.74
2039,Älvdalen,2007,78.375
2039,Älvdalen,2008,78.02
2039,Älvdalen,2009,78.495
2039,Älvdalen,2010,79.085
2039,Älvdalen,2011,80.12
2039,Älvdalen,2012,80.8
2039,Älvdalen,2013,81.67
2061,Smedjebacken,2000,78.065
2061,Smedjebacken,2001,78.285
2061,Smedjebacken,2002,78.765
2061,Smedjebacken,2003,78.555
2061,Smedjebacken,2004,78.87
2061,Smedjebacken,2005,79.6
2061,Smedjebacken,2006,80.21
2061,Smedjebacken,2007,80.56
2061,Smedjebacken,2008,80.89
2061,Smedjebacken,2009,80.95
2061,Smedjebacken,2010,80.455
2061,Smedjebacken,2011,80.525
2061,Smedjebacken,2012,80.55
2061,Smedjebacken,2013,80.93
2062,Mora,2000,80.34
2062,Mora,2001,80.445
2062,Mora,2002,80.765
2062,Mora,2003,80.495
2062,Mora,2004,80.545
2062,Mora,2005,80.92
2062,Mora,2006,81.07
2062,Mora,2007,81.105
2062,Mora,2008,81.64
2062,Mora,2009,82.205
2062,Mora,2010,82.055
2062,Mora,2011,82.245
2062,Mora,2012,82.145
2062,Mora,2013,82.36
2080,Falun,2000,80.19
2080,Falun,2001,80.29
2080,Falun,2002,80.615
2080,Falun,2003,80.72
2080,Falun,2004,80.565
2080,Falun,2005,81.23
2080,Falun,2006,81.475
2080,Falun,2007,81.545
2080,Falun,2008,81.86
2080,Falun,2009,82.15
2080,Falun,2010,82.155
2080,Falun,2011,82.395
2080,Falun,2012,82.575
2080,Falun,2013,82.59
2081,Borlänge,2000,79.265
2081,Borlänge,2001,79.38
2081,Borlänge,2002,79.47
2081,Borlänge,2003,79.7
2081,Borlänge,2004,79.995
2081,Borlänge,2005,80.33
2081,Borlänge,2006,80.665
2081,Borlänge,2007,80.855
2081,Borlänge,2008,80.955
2081,Borlänge,2009,81.245
2081,Borlänge,2010,81.25
2081,Borlänge,2011,81.405
2081,Borlänge,2012,81.245
2081,Borlänge,2013,81.385
2082,Säter,2000,79.99
2082,Säter,2001,79.81
2082,Säter,2002,79.79
2082,Säter,2003,80.145
2082,Säter,2004,80.33
2082,Säter,2005,80.81
2082,Säter,2006,81.53
2082,Säter,2007,81.815
2082,Säter,2008,81.745
2082,Säter,2009,81.66
2082,Säter,2010,82.025
2082,Säter,2011,81.435
2082,Säter,2012,81.955
2082,Säter,2013,81.62
2083,Hedemora,2000,78.81
2083,Hedemora,2001,79.08
2083,Hedemora,2002,79.2
2083,Hedemora,2003,79.27
2083,Hedemora,2004,79.605
2083,Hedemora,2005,79.835
2083,Hedemora,2006,79.965
2083,Hedemora,2007,79.725
2083,Hedemora,2008,80.335
2083,Hedemora,2009,80.49
2083,Hedemora,2010,80.77
2083,Hedemora,2011,80.78
2083,Hedemora,2012,81.44
2083,Hedemora,2013,81.185
2084,Avesta,2000,78.99
2084,Avesta,2001,79.205
2084,Avesta,2002,78.86
2084,Avesta,2003,78.94
2084,Avesta,2004,79.175
2084,Avesta,2005,79.155
2084,Avesta,2006,79.34
2084,Avesta,2007,80.035
2084,Avesta,2008,80.12
2084,Avesta,2009,80.255
2084,Avesta,2010,80.57
2084,Avesta,2011,80.68
2084,Avesta,2012,80.27
2084,Avesta,2013,80.42
2085,Ludvika,2000,78.94
2085,Ludvika,2001,79.525
2085,Ludvika,2002,79.67
2085,Ludvika,2003,79.865
2085,Ludvika,2004,80.11
2085,Ludvika,2005,80.135
2085,Ludvika,2006,80.24
2085,Ludvika,2007,80.3
2085,Ludvika,2008,80.71
2085,Ludvika,2009,80.58
2085,Ludvika,2010,81.285
2085,Ludvika,2011,81.16
2085,Ludvika,2012,81.46
2085,Ludvika,2013,81.155
2101,Ockelbo,2000,77.135
2101,Ockelbo,2001,77.565
2101,Ockelbo,2002,77.935
2101,Ockelbo,2003,79.415
2101,Ockelbo,2004,79.175
2101,Ockelbo,2005,79.91
2101,Ockelbo,2006,80.15
2101,Ockelbo,2007,79.865
2101,Ockelbo,2008,79.46
2101,Ockelbo,2009,79.725
2101,Ockelbo,2010,79.5
2101,Ockelbo,2011,79.755
2101,Ockelbo,2012,79.52
2101,Ockelbo,2013,79.15
2104,Hofors,2000,78.84
2104,Hofors,2001,78.925
2104,Hofors,2002,79.07
2104,Hofors,2003,79.035
2104,Hofors,2004,78.775
2104,Hofors,2005,78.975
2104,Hofors,2006,79.54
2104,Hofors,2007,79.78
2104,Hofors,2008,79.605
2104,Hofors,2009,79.725
2104,Hofors,2010,79.295
2104,Hofors,2011,79.705
2104,Hofors,2012,80.05
2104,Hofors,2013,80.06
2121,Ovanåker,2000,80.015
2121,Ovanåker,2001,80.405
2121,Ovanåker,2002,80.56
2121,Ovanåker,2003,80.405
2121,Ovanåker,2004,79.925
2121,Ovanåker,2005,80.415
2121,Ovanåker,2006,80.42
2121,Ovanåker,2007,80.595
2121,Ovanåker,2008,81.305
2121,Ovanåker,2009,81.955
2121,Ovanåker,2010,82.09
2121,Ovanåker,2011,82.62
2121,Ovanåker,2012,82.6
2121,Ovanåker,2013,81.87
2132,Nordanstig,2000,78.18
2132,Nordanstig,2001,78.34
2132,Nordanstig,2002,78.43
2132,Nordanstig,2003,78.315
2132,Nordanstig,2004,78.355
2132,Nordanstig,2005,78.44
2132,Nordanstig,2006,78.165
2132,Nordanstig,2007,78.89
2132,Nordanstig,2008,79.0
2132,Nordanstig,2009,79.675
2132,Nordanstig,2010,80.25
2132,Nordanstig,2011,81.18
2132,Nordanstig,2012,80.9
2132,Nordanstig,2013,80.815
2161,Ljusdal,2000,78.575
2161,Ljusdal,2001,78.715
2161,Ljusdal,2002,78.305
2161,Ljusdal,2003,78.815
2161,Ljusdal,2004,78.695
2161,Ljusdal,2005,78.965
2161,Ljusdal,2006,78.98
2161,Ljusdal,2007,79.605
2161,Ljusdal,2008,79.89
2161,Ljusdal,2009,80.38
2161,Ljusdal,2010,80.29
2161,Ljusdal,2011,80.805
2161,Ljusdal,2012,80.625
2161,Ljusdal,2013,80.3
2180,Gävle,2000,79.44
2180,Gävle,2001,79.545
2180,Gävle,2002,79.65
2180,Gävle,2003,79.745
2180,Gävle,2004,79.65
2180,Gävle,2005,79.755
2180,Gävle,2006,79.98
2180,Gävle,2007,80.17
2180,Gävle,2008,80.38
2180,Gävle,2009,80.65
2180,Gävle,2010,80.805
2180,Gävle,2011,81.06
2180,Gävle,2012,81.075
2180,Gävle,2013,81.27
2181,Sandviken,2000,78.955
2181,Sandviken,2001,79.005
2181,Sandviken,2002,79.17
2181,Sandviken,2003,79.215
2181,Sandviken,2004,79.305
2181,Sandviken,2005,79.78
2181,Sandviken,2006,79.935
2181,Sandviken,2007,79.805
2181,Sandviken,2008,80.09
2181,Sandviken,2009,80.365
2181,Sandviken,2010,80.195
2181,Sandviken,2011,80.56
2181,Sandviken,2012,80.885
2181,Sandviken,2013,80.765
2182,Söderhamn,2000,78.56
2182,Söderhamn,2001,78.7
2182,Söderhamn,2002,79.245
2182,Söderhamn,2003,79.32
2182,Söderhamn,2004,79.225
2182,Söderhamn,2005,79.245
2182,Söderhamn,2006,79.75
2182,Söderhamn,2007,79.795
2182,Söderhamn,2008,79.955
2182,Söderhamn,2009,80.28
2182,Söderhamn,2010,80.435
2182,Söderhamn,2011,80.205
2182,Söderhamn,2012,80.26
2182,Söderhamn,2013,80.395
2183,Bollnäs,2000,79.285
2183,Bollnäs,2001,79.65
2183,Bollnäs,2002,79.81
2183,Bollnäs,2003,80.0
2183,Bollnäs,2004,79.75
2183,Bollnäs,2005,79.98
2183,Bollnäs,2006,80.535
2183,Bollnäs,2007,80.44
2183,Bollnäs,2008,80.395
2183,Bollnäs,2009,80.73
2183,Bollnäs,2010,81.0
2183,Bollnäs,2011,80.615
2183,Bollnäs,2012,80.785
2183,Bollnäs,2013,80.685
2184,Hudiksvall,2000,78.73
2184,Hudiksvall,2001,78.655
2184,Hudiksvall,2002,78.58
2184,Hudiksvall,2003,78.845
2184,Hudiksvall,2004,79.125
2184,Hudiksvall,2005,79.44
2184,Hudiksvall,2006,79.75
2184,Hudiksvall,2007,79.86
2184,Hudiksvall,2008,79.885
2184,Hudiksvall,2009,79.865
2184,Hudiksvall,2010,80.225
2184,Hudiksvall,2011,80.405
2184,Hudiksvall,2012,80.77
2184,Hudiksvall,2013,80.96
2260,Ånge,2000,78.6
2260,Ånge,2001,78.87
2260,Ånge,2002,78.73
2260,Ånge,2003,78.855
2260,Ånge,2004,78.19
2260,Ånge,2005,78.0
2260,Ånge,2006,78.325
2260,Ånge,2007,78.54
2260,Ånge,2008,78.865
2260,Ånge,2009,79.7
2260,Ånge,2010,80.33
2260,Ånge,2011,80.115
2260,Ånge,2012,79.87
2260,Ånge,2013,79.81
2262,Timrå,2000,78.98
2262,Timrå,2001,79.005
2262,Timrå,2002,79.445
2262,Timrå,2003,79.7
2262,Timrå,2004,79.935
2262,Timrå,2005,79.825
2262,Timrå,2006,79.95
2262,Timrå,2007,79.895
2262,Timrå,2008,79.935
2262,Timrå,2009,79.925
2262,Timrå,2010,79.865
2262,Timrå,2011,79.715
2262,Timrå,2012,79.955
2262,Timrå,2013,79.73
2280,Härnösand,2000,79.78
2280,Härnösand,2001,79.81
2280,Härnösand,2002,79.33
2280,Härnösand,2003,79.3
2280,Härnösand,2004,79.64
2280,Härnösand,2005,79.875
2280,Härnösand,2006,80.185
2280,Härnösand,2007,80.46
2280,Härnösand,2008,80.64
2280,Härnösand,2009,80.97
2280,Härnösand,2010,80.785
2280,Härnösand,2011,80.935
2280,Härnösand,2012,81.21
2280,Härnösand,2013,81.25
2281,Sundsvall,2000,79.495
2281,Sundsvall,2001,79.33
2281,Sundsvall,2002,79.45
2281,Sundsvall,2003,79.47
2281,Sundsvall,2004,79.465
2281,Sundsvall,2005,79.645
2281,Sundsvall,2006,79.925
2281,Sundsvall,2007,80.085
2281,Sundsvall,2008,80.23
2281,Sundsvall,2009,80.305
2281,Sundsvall,2010,80.595
2281,Sundsvall,2011,80.74
2281,Sundsvall,2012,80.89
2281,Sundsvall,2013,80.99
2282,Kramfors,2000,78.385
2282,Kramfors,2001,78.705
2282,Kramfors,2002,79.125
2282,Kramfors,2003,79.125
2282,Kramfors,2004,78.985
2282,Kramfors,2005,78.735
2282,Kramfors,2006,78.695
2282,Kramfors,2007,78.615
2282,Kramfors,2008,78.695
2282,Kramfors,2009,79.01
2282,Kramfors,2010,79.445
2282,Kramfors,2011,79.69
2282,Kramfors,2012,79.535
2282,Kramfors,2013,79.665
2283,Sollefteå,2000,78.615
2283,Sollefteå,2001,78.95
2283,Sollefteå,2002,79.56
2283,Sollefteå,2003,79.555
2283,Sollefteå,2004,79.635
2283,Sollefteå,2005,79.6
2283,Sollefteå,2006,79.955
2283,Sollefteå,2007,79.75
2283,Sollefteå,2008,79.685
2283,Sollefteå,2009,79.665
2283,Sollefteå,2010,79.855
2283,Sollefteå,2011,79.665
2283,Sollefteå,2012,80.025
2283,Sollefteå,2013,80.165
2284,Örnsköldsvik,2000,79.37
2284,Örnsköldsvik,2001,79.635
2284,Örnsköldsvik,2002,80.005
2284,Örnsköldsvik,2003,80.11
2284,Örnsköldsvik,2004,80.3
2284,Örnsköldsvik,2005,80.595
2284,Örnsköldsvik,2006,80.745
2284,Örnsköldsvik,2007,80.76
2284,Örnsköldsvik,2008,81.09
2284,Örnsköldsvik,2009,81.145
2284,Örnsköldsvik,2010,81.205
2284,Örnsköldsvik,2011,81.2
2284,Örnsköldsvik,2012,81.405
2284,Örnsköldsvik,2013,81.445
2303,Ragunda,2000,78.18
2303,Ragunda,2001,78.145
2303,Ragunda,2002,78.4
2303,Ragunda,2003,78.005
2303,Ragunda,2004,78.435
2303,Ragunda,2005,79.155
2303,Ragunda,2006,79.965
2303,Ragunda,2007,80.285
2303,Ragunda,2008,81.17
2303,Ragunda,2009,80.52
2303,Ragunda,2010,80.08
2303,Ragunda,2011,80.26
2303,Ragunda,2012,80.44
2303,Ragunda,2013,80.385
2305,Bräcke,2000,78.165
2305,Bräcke,2001,78.535
2305,Bräcke,2002,78.97
2305,Bräcke,2003,79.62
2305,Bräcke,2004,79.375
2305,Bräcke,2005,79.55
2305,Bräcke,2006,79.255
2305,Bräcke,2007,79.4
2305,Bräcke,2008,79.635
2305,Bräcke,2009,80.225
2305,Bräcke,2010,81.1
2305,Bräcke,2011,81.455
2305,Bräcke,2012,81.73
2305,Bräcke,2013,81.335
2309,Krokom,2000,78.625
2309,Krokom,2001,78.715
2309,Krokom,2002,79.445
2309,Krokom,2003,79.255
2309,Krokom,2004,79.82
2309,Krokom,2005,80.225
2309,Krokom,2006,80.675
2309,Krokom,2007,80.97
2309,Krokom,2008,81.16
2309,Krokom,2009,81.38
2309,Krokom,2010,81.405
2309,Krokom,2011,81.405
2309,Krokom,2012,81.28
2309,Krokom,2013,81.4
2313,Strömsund,2000,78.47
2313,Strömsund,2001,78.55
2313,Strömsund,2002,78.33
2313,Strömsund,2003,78.55
2313,Strömsund,2004,78.665
2313,Strömsund,2005,78.44
2313,Strömsund,2006,78.88
2313,Strömsund,2007,79.43
2313,Strömsund,2008,79.875
2313,Strömsund,2009,80.415
2313,Strömsund,2010,80.905
2313,Strömsund,2011,81.25
2313,Strömsund,2012,81.275
2313,Strömsund,2013,80.86
2321,Åre,2000,79.8
2321,Åre,2001,79.175
2321,Åre,2002,79.25
2321,Åre,2003,79.95
2321,Åre,2004,79.61
2321,Åre,2005,79.8
2321,Åre,2006,80.3
2321,Åre,2007,81.19
2321,Åre,2008,81.145
2321,Åre,2009,81.665
2321,Åre,2010,81.97
2321,Åre,2011,82.005
2321,Åre,2012,81.715
2321,Åre,2013,81.735
2326,Berg,2000,78.81
2326,Berg,2001,79.17
2326,Berg,2002,79.28
2326,Berg,2003,79.84
2326,Berg,2004,79.4
2326,Berg,2005,79.31
2326,Berg,2006,79.91
2326,Berg,2007,80.57
2326,Berg,2008,80.6
2326,Berg,2009,80.825
2326,Berg,2010,80.71
2326,Berg,2011,79.89
2326,Berg,2012,79.995
2326,Berg,2013,80.25
2361,Härjedalen,2000,80.59
2361,Härjedalen,2001,80.63
2361,Härjedalen,2002,80.285
2361,Härjedalen,2003,80.04
2361,Härjedalen,2004,79.91
2361,Härjedalen,2005,79.075
2361,Härjedalen,2006,79.21
2361,Härjedalen,2007,79.22
2361,Härjedalen,2008,79.745
2361,Härjedalen,2009,79.975
2361,Härjedalen,2010,80.715
2361,Härjedalen,2011,80.69
2361,Härjedalen,2012,81.55
2361,Härjedalen,2013,81.78
2380,Östersund,2000,79.715
2380,Östersund,2001,80.11
2380,Östersund,2002,80.225
2380,Östersund,2003,80.395
2380,Östersund,2004,80.4
2380,Östersund,2005,80.34
2380,Östersund,2006,80.385
2380,Östersund,2007,80.76
2380,Östersund,2008,80.94
2380,Östersund,2009,81.085
2380,Östersund,2010,81.33
2380,Östersund,2011,81.52
2380,Östersund,2012,81.465
2380,Östersund,2013,81.47
2401,Nordmaling,2000,76.97
2401,Nordmaling,2001,77.965
2401,Nordmaling,2002,78.09
2401,Nordmaling,2003,78.645
2401,Nordmaling,2004,79.445
2401,Nordmaling,2005,81.095
2401,Nordmaling,2006,81.065
2401,Nordmaling,2007,81.63
2401,Nordmaling,2008,81.53
2401,Nordmaling,2009,81.32
2401,Nordmaling,2010,80.91
2401,Nordmaling,2011,80.985
2401,Nordmaling,2012,81.17
2401,Nordmaling,2013,81.56
2403,Bjurholm,2000,77.81
2403,Bjurholm,2001,77.67
2403,Bjurholm,2002,76.985
2403,Bjurholm,2003,78.595
2403,Bjurholm,2004,79.165
2403,Bjurholm,2005,80.415
2403,Bjurholm,2006,80.72
2403,Bjurholm,2007,81.64
2403,Bjurholm,2008,82.265
2403,Bjurholm,2009,82.195
2403,Bjurholm,2010,81.4
2403,Bjurholm,2011,81.315
2403,Bjurholm,2012,81.44
2403,Bjurholm,2013,82.055
2404,Vindeln,2000,78.535
2404,Vindeln,2001,79.12
2404,Vindeln,2002,79.19
2404,Vindeln,2003,79.66
2404,Vindeln,2004,79.94
2404,Vindeln,2005,80.62
2404,Vindeln,2006,80.17
2404,Vindeln,2007,81.16
2404,Vindeln,2008,80.885
2404,Vindeln,2009,80.865
2404,Vindeln,2010,81.195
2404,Vindeln,2011,81.2
2404,Vindeln,2012,81.68
2404,Vindeln,2013,81.53
2409,Robertsfors,2000,79.595
2409,Robertsfors,2001,79.42
2409,Robertsfors,2002,79.51
2409,Robertsfors,2003,79.83
2409,Robertsfors,2004,79.935
2409,Robertsfors,2005,80.855
2409,Robertsfors,2006,81.465
2409,Robertsfors,2007,81.44
2409,Robertsfors,2008,81.34
2409,Robertsfors,2009,81.23
2409,Robertsfors,2010,80.845
2409,Robertsfors,2011,80.545
2409,Robertsfors,2012,81.36
2409,Robertsfors,2013,81.37
2417,Norsjö,2000,78.185
2417,Norsjö,2001,78.565
2417,Norsjö,2002,79.135
2417,Norsjö,2003,79.155
2417,Norsjö,2004,79.385
2417,Norsjö,2005,79.685
2417,Norsjö,2006,80.155
2417,Norsjö,2007,80.81
2417,Norsjö,2008,80.945
2417,Norsjö,2009,80.465
2417,Norsjö,2010,79.93
2417,Norsjö,2011,79.215
2417,Norsjö,2012,78.555
2417,Norsjö,2013,79.245
2418,Malå,2000,77.62
2418,Malå,2001,77.385
2418,Malå,2002,77.605
2418,Malå,2003,77.695
2418,Malå,2004,77.825
2418,Malå,2005,78.31
2418,Malå,2006,79.19
2418,Malå,2007,78.375
2418,Malå,2008,79.335
2418,Malå,2009,79.855
2418,Malå,2010,79.16
2418,Malå,2011,79.145
2418,Malå,2012,79.815
2418,Malå,2013,79.485
2421,Storuman,2000,79.455
2421,Storuman,2001,79.405
2421,Storuman,2002,79.645
2421,Storuman,2003,80.54
2421,Storuman,2004,80.32
2421,Storuman,2005,80.395
2421,Storuman,2006,80.67
2421,Storuman,2007,80.02
2421,Storuman,2008,80.2
2421,Storuman,2009,80.845
2421,Storuman,2010,81.44
2421,Storuman,2011,81.02
2421,Storuman,2012,82.105
2421,Storuman,2013,82.005
2422,Sorsele,2000,79.52
2422,Sorsele,2001,78.25
2422,Sorsele,2002,78.27
2422,Sorsele,2003,78.425
2422,Sorsele,2004,78.03
2422,Sorsele,2005,77.72
2422,Sorsele,2006,79.485
2422,Sorsele,2007,79.815
2422,Sorsele,2008,80.3
2422,Sorsele,2009,80.63
2422,Sorsele,2010,81.44
2422,Sorsele,2011,81.105
2422,Sorsele,2012,81.345
2422,Sorsele,2013,81.0
2425,Dorotea,2000,81.35
2425,Dorotea,2001,80.01
2425,Dorotea,2002,79.655
2425,Dorotea,2003,79.935
2425,Dorotea,2004,79.68
2425,Dorotea,2005,79.875
2425,Dorotea,2006,81.195
2425,Dorotea,2007,82.015
2425,Dorotea,2008,82.48
2425,Dorotea,2009,82.255
2425,Dorotea,2010,82.685
2425,Dorotea,2011,82.54
2425,Dorotea,2012,81.65
2425,Dorotea,2013,80.995
2460,Vännäs,2000,80.655
2460,Vännäs,2001,80.07
2460,Vännäs,2002,80.165
2460,Vännäs,2003,80.285
2460,Vännäs,2004,80.34
2460,Vännäs,2005,79.735
2460,Vännäs,2006,79.79
2460,Vännäs,2007,79.995
2460,Vännäs,2008,79.725
2460,Vännäs,2009,79.71
2460,Vännäs,2010,80.615
2460,Vännäs,2011,81.015
2460,Vännäs,2012,81.24
2460,Vännäs,2013,81.66
2462,Vilhelmina,2000,77.34
2462,Vilhelmina,2001,77.575
2462,Vilhelmina,2002,77.955
2462,Vilhelmina,2003,77.89
2462,Vilhelmina,2004,78.245
2462,Vilhelmina,2005,78.445
2462,Vilhelmina,2006,78.78
2462,Vilhelmina,2007,79.665
2462,Vilhelmina,2008,80.21
2462,Vilhelmina,2009,80.245
2462,Vilhelmina,2010,80.465
2462,Vilhelmina,2011,80.16
2462,Vilhelmina,2012,80.36
2462,Vilhelmina,2013,79.93
2463,Åsele,2000,78.5
2463,Åsele,2001,78.475
2463,Åsele,2002,78.46
2463,Åsele,2003,79.35
2463,Åsele,2004,79.44
2463,Åsele,2005,80.05
2463,Åsele,2006,80.23
2463,Åsele,2007,79.685
2463,Åsele,2008,79.65
2463,Åsele,2009,79.71
2463,Åsele,2010,79.395
2463,Åsele,2011,78.715
2463,Åsele,2012,78.67
2463,Åsele,2013,78.735
2480,Umeå,2000,80.265
2480,Umeå,2001,80.51
2480,Umeå,2002,80.745
2480,Umeå,2003,80.815
2480,Umeå,2004,80.99
2480,Umeå,2005,81.31
2480,Umeå,2006,81.59
2480,Umeå,2007,81.535
2480,Umeå,2008,81.735
2480,Umeå,2009,81.88
2480,Umeå,2010,81.78
2480,Umeå,2011,81.805
2480,Umeå,2012,82.08
2480,Umeå,2013,82.21
2481,Lycksele,2000,79.055
2481,Lycksele,2001,78.81
2481,Lycksele,2002,78.875
2481,Lycksele,2003,79.445
2481,Lycksele,2004,79.93
2481,Lycksele,2005,80.315
2481,Lycksele,2006,80.73
2481,Lycksele,2007,81.055
2481,Lycksele,2008,81.195
2481,Lycksele,2009,81.19
2481,Lycksele,2010,81.49
2481,Lycksele,2011,81.225
2481,Lycksele,2012,81.5
2481,Lycksele,2013,80.86
2482,Skellefteå,2000,79.39
2482,Skellefteå,2001,79.53
2482,Skellefteå,2002,79.845
2482,Skellefteå,2003,80.36
2482,Skellefteå,2004,80.455
2482,Skellefteå,2005,80.745
2482,Skellefteå,2006,80.76
2482,Skellefteå,2007,80.73
2482,Skellefteå,2008,80.75
2482,Skellefteå,2009,80.92
2482,Skellefteå,2010,80.945
2482,Skellefteå,2011,81.11
2482,Skellefteå,2012,81.25
2482,Skellefteå,2013,81.22
2505,Arvidsjaur,2000,79.385
2505,Arvidsjaur,2001,79.385
2505,Arvidsjaur,2002,79.43
2505,Arvidsjaur,2003,79.21
2505,Arvidsjaur,2004,79.13
2505,Arvidsjaur,2005,78.81
2505,Arvidsjaur,2006,78.39
2505,Arvidsjaur,2007,78.305
2505,Arvidsjaur,2008,78.27
2505,Arvidsjaur,2009,78.305
2505,Arvidsjaur,2010,79.53
2505,Arvidsjaur,2011,81.025
2505,Arvidsjaur,2012,81.01
2505,Arvidsjaur,2013,81.5
2506,Arjeplog,2000,76.335
2506,Arjeplog,2001,77.23
2506,Arjeplog,2002,78.675
2506,Arjeplog,2003,78.64
2506,Arjeplog,2004,78.38
2506,Arjeplog,2005,79.69
